City_Rank_by_Population(2021),State,State_Abbrieviation,City,Median_Typical_Home_Value,Observation_Date,Source
45,California,CA,Oakland,785879,1/1/2019,https://www.zillow.com/research/data/
45,California,CA,Oakland,819767,1/1/2020,https://www.zillow.com/research/data/
45,California,CA,Oakland,993567.5,1/1/2021,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,178491.5,1/1/2011,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,169493,1/1/2012,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,194106.5,1/1/2013,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,210952,1/1/2014,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,222421,1/1/2015,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,237824,1/1/2016,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,256038.5,1/1/2017,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,277691,1/1/2018,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,287626,1/1/2019,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,301249.5,1/1/2020,https://www.zillow.com/research/data/
46,Minnesota,MN,Minneapolis,331018.5,1/1/2021,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,112290.5,1/1/2011,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,111063,1/1/2012,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,112983.5,1/1/2013,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,115052,1/1/2014,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,116698,1/1/2015,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,120742.5,1/1/2016,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,126488.5,1/1/2017,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,130491,1/1/2018,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,133608.5,1/1/2019,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,141104.5,1/1/2020,https://www.zillow.com/research/data/
47,Oklahoma,OK,Tulsa,160370,1/1/2021,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,149850,1/1/2011,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,156543,1/1/2012,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,190768.5,1/1/2013,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,220257,1/1/2014,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,225902,1/1/2015,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,228398.5,1/1/2016,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,232868.5,1/1/2017,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,245757,1/1/2018,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,255974.5,1/1/2019,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,268935,1/1/2020,https://www.zillow.com/research/data/
48,California,CA,Bakersfield,319239,1/1/2021,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,112918.5,1/1/2011,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,109817,1/1/2012,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,109374,1/1/2013,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,109945,1/1/2014,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,114116.5,1/1/2015,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,116398,1/1/2016,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,121318.5,1/1/2017,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,125991.5,1/1/2018,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,133064,1/1/2019,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,140752,1/1/2020,https://www.zillow.com/research/data/
49,Kansas,KS,Wichita,160727.5,1/1/2021,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,123974.5,1/1/2011,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,125185.5,1/1/2012,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,131544.5,1/1/2013,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,140957.5,1/1/2014,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,153004,1/1/2015,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,168721,1/1/2016,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,185705.5,1/1/2017,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,205166.5,1/1/2018,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,215431.5,1/1/2019,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,225764,1/1/2020,https://www.zillow.com/research/data/
50,Texas,TX,Arlington,268774.5,1/1/2021,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,184350,1/1/2011,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,190257,1/1/2012,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,215664,1/1/2013,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,233972,1/1/2014,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,267907.5,1/1/2015,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,302918.5,1/1/2016,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,330428.5,1/1/2017,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,356957.5,1/1/2018,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,370415,1/1/2019,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,385148.5,1/1/2020,https://www.zillow.com/research/data/
51,Colorado,CO,Aurora,454110,1/1/2021,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,123153,1/1/2011,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,123196.5,1/1/2012,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,142083,1/1/2013,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,160575.5,1/1/2014,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,172335,1/1/2015,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,193554,1/1/2016,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,218514,1/1/2017,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,236383,1/1/2018,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,250671,1/1/2019,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,268324.5,1/1/2020,https://www.zillow.com/research/data/
52,Florida,FL,Tampa,326315.5,1/1/2021,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,167864.5,1/1/2011,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,169251,1/1/2012,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,181030,1/1/2013,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,193965.5,1/1/2014,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,208368.5,1/1/2015,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,223887.5,1/1/2016,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,226089.5,1/1/2017,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,229356,1/1/2018,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,226012.5,1/1/2019,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,229674,1/1/2020,https://www.zillow.com/research/data/
53,Louisiana,LA,New Orleans,251447,1/1/2021,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,52735.5,1/1/2011,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,43716,1/1/2012,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,45300,1/1/2013,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,44728,1/1/2014,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,45532.5,1/1/2015,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,47911,1/1/2016,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,52363.5,1/1/2017,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,59987,1/1/2018,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,65759,1/1/2019,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,72193.5,1/1/2020,https://www.zillow.com/research/data/
54,Ohio,OH,Cleveland,92699.5,1/1/2021,https://www.zillow.com/research/data/
55,California,CA,Anaheim,391295.5,1/1/2011,https://www.zillow.com/research/data/
55,California,CA,Anaheim,386126.5,1/1/2012,https://www.zillow.com/research/data/
55,California,CA,Anaheim,464487.5,1/1/2013,https://www.zillow.com/research/data/
55,California,CA,Anaheim,496168,1/1/2014,https://www.zillow.com/research/data/
55,California,CA,Anaheim,514974.5,1/1/2015,https://www.zillow.com/research/data/
55,California,CA,Anaheim,549877.5,1/1/2016,https://www.zillow.com/research/data/
55,California,CA,Anaheim,580539,1/1/2017,https://www.zillow.com/research/data/
55,California,CA,Anaheim,616232,1/1/2018,https://www.zillow.com/research/data/
55,California,CA,Anaheim,619642.5,1/1/2019,https://www.zillow.com/research/data/
55,California,CA,Anaheim,650024,1/1/2020,https://www.zillow.com/research/data/
55,California,CA,Anaheim,769946,1/1/2021,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,861174,1/1/2011,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,854387,1/1/2012,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,866094.5,1/1/2013,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,934239,1/1/2014,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,975847,1/1/2015,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,995603,1/1/2016,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,1051232,1/1/2017,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,1087422,1/1/2018,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,1086826.5,1/1/2019,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,1064175.5,1/1/2020,https://www.zillow.com/research/data/
56,Hawaii,HI,Honolulu,1180658.5,1/1/2021,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,175657,1/1/2011,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,170364,1/1/2012,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,210579.5,1/1/2013,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,244122.5,1/1/2014,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,259386,1/1/2015,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,274015,1/1/2016,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,290866.5,1/1/2017,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,329735.5,1/1/2018,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,345381.5,1/1/2019,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,355309.5,1/1/2020,https://www.zillow.com/research/data/
57,Nevada,NV,Henderson,421088,1/1/2021,https://www.zillow.com/research/data/
58,California,CA,Stockton,133213,1/1/2011,https://www.zillow.com/research/data/
58,California,CA,Stockton,129688.5,1/1/2012,https://www.zillow.com/research/data/
58,California,CA,Stockton,155853.5,1/1/2013,https://www.zillow.com/research/data/
58,California,CA,Stockton,197140,1/1/2014,https://www.zillow.com/research/data/
58,California,CA,Stockton,208749.5,1/1/2015,https://www.zillow.com/research/data/
58,California,CA,Stockton,232154.5,1/1/2016,https://www.zillow.com/research/data/
58,California,CA,Stockton,258159,1/1/2017,https://www.zillow.com/research/data/
58,California,CA,Stockton,291519,1/1/2018,https://www.zillow.com/research/data/
58,California,CA,Stockton,302872,1/1/2019,https://www.zillow.com/research/data/
58,California,CA,Stockton,316692,1/1/2020,https://www.zillow.com/research/data/
58,California,CA,Stockton,399067.5,1/1/2021,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,158863,1/1/2011,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,156731,1/1/2012,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,163753,1/1/2013,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,164622.5,1/1/2014,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,168077.5,1/1/2015,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,173555.5,1/1/2016,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,185673,1/1/2017,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,194169.5,1/1/2018,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,201647,1/1/2019,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,212363,1/1/2020,https://www.zillow.com/research/data/
59,Kentucky,KY,Lexington,241379.5,1/1/2021,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,125382,1/1/2011,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,126466,1/1/2012,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,129422.5,1/1/2013,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,136010.5,1/1/2014,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,147219,1/1/2015,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,152141.5,1/1/2016,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,157870,1/1/2017,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,159217.5,1/1/2018,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,159760,1/1/2019,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,171509,1/1/2020,https://www.zillow.com/research/data/
60,Texas,TX,Corpus Christi,190229.5,1/1/2021,https://www.zillow.com/research/data/
61,California,CA,Riverside,222791,1/1/2011,https://www.zillow.com/research/data/
61,California,CA,Riverside,222096,1/1/2012,https://www.zillow.com/research/data/
61,California,CA,Riverside,269656.5,1/1/2013,https://www.zillow.com/research/data/
61,California,CA,Riverside,319377,1/1/2014,https://www.zillow.com/research/data/
61,California,CA,Riverside,333516,1/1/2015,https://www.zillow.com/research/data/
61,California,CA,Riverside,353560,1/1/2016,https://www.zillow.com/research/data/
61,California,CA,Riverside,375222,1/1/2017,https://www.zillow.com/research/data/
61,California,CA,Riverside,406721,1/1/2018,https://www.zillow.com/research/data/
61,California,CA,Riverside,417773,1/1/2019,https://www.zillow.com/research/data/
61,California,CA,Riverside,434391.5,1/1/2020,https://www.zillow.com/research/data/
61,California,CA,Riverside,533322,1/1/2021,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,344390,1/1/2011,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,345064,1/1/2012,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,417040.5,1/1/2013,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,444438,1/1/2014,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,466028.5,1/1/2015,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,498901,1/1/2016,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,532961,1/1/2017,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,572469,1/1/2018,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,581344.5,1/1/2019,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,608552.5,1/1/2020,https://www.zillow.com/research/data/
62,California,CA,Santa Ana,712877.5,1/1/2021,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,131868,1/1/2011,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,135336.5,1/1/2012,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,160676.5,1/1/2013,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,184736,1/1/2014,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,192253,1/1/2015,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,210762.5,1/1/2016,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,228492.5,1/1/2017,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,248352,1/1/2018,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,260555.5,1/1/2019,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,273860,1/1/2020,https://www.zillow.com/research/data/
63,Florida,FL,Orlando,309523,1/1/2021,https://www.zillow.com/research/data/
64,California,CA,Irvine,709454.5,1/1/2011,https://www.zillow.com/research/data/
64,California,CA,Irvine,705382.5,1/1/2012,https://www.zillow.com/research/data/
64,California,CA,Irvine,846788,1/1/2013,https://www.zillow.com/research/data/
64,California,CA,Irvine,887786,1/1/2014,https://www.zillow.com/research/data/
64,California,CA,Irvine,910962.5,1/1/2015,https://www.zillow.com/research/data/
64,California,CA,Irvine,947107.5,1/1/2016,https://www.zillow.com/research/data/
64,California,CA,Irvine,986444.5,1/1/2017,https://www.zillow.com/research/data/
64,California,CA,Irvine,1039436,1/1/2018,https://www.zillow.com/research/data/
64,California,CA,Irvine,1033155.5,1/1/2019,https://www.zillow.com/research/data/
64,California,CA,Irvine,1042498,1/1/2020,https://www.zillow.com/research/data/
64,California,CA,Irvine,1189227.5,1/1/2021,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,122862,1/1/2011,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,116978,1/1/2012,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,117550.5,1/1/2013,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,118274,1/1/2014,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,124065,1/1/2015,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,128959.5,1/1/2016,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,142937,1/1/2017,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,152737,1/1/2018,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,162385.5,1/1/2019,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,174786,1/1/2020,https://www.zillow.com/research/data/
65,Ohio,OH,Cincinnati,209273.5,1/1/2021,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,222492.5,1/1/2011,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,203184,1/1/2012,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,192766,1/1/2013,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,188359.5,1/1/2014,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,196290.5,1/1/2015,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,213306.5,1/1/2016,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,235595,1/1/2017,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,259271,1/1/2018,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,291674,1/1/2019,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,327033.5,1/1/2020,https://www.zillow.com/research/data/
66,New Jersey,NJ,Newark,383058.5,1/1/2021,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,150690,1/1/2011,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,145291.5,1/1/2012,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,160690.5,1/1/2013,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,178532,1/1/2014,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,184113.5,1/1/2015,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,189579,1/1/2016,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,210114.5,1/1/2017,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,226137.5,1/1/2018,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,235418.5,1/1/2019,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,245539,1/1/2020,https://www.zillow.com/research/data/
67,Minnesota,MN,Saint Paul,273061.5,1/1/2021,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,110758.5,1/1/2011,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,113371,1/1/2012,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,117759,1/1/2013,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,124734.5,1/1/2014,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,131826.5,1/1/2015,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,140905.5,1/1/2016,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,149571.5,1/1/2017,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,163589.5,1/1/2018,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,173672.5,1/1/2019,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,181704.5,1/1/2020,https://www.zillow.com/research/data/
68,Pennsylvania,PA,Pittsburgh,218523,1/1/2021,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,133343,1/1/2011,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,127841.5,1/1/2012,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,130235,1/1/2013,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,132570,1/1/2014,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,134464.5,1/1/2015,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,136425,1/1/2016,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,144680.5,1/1/2017,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,152530.5,1/1/2018,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,162028.5,1/1/2019,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,175142.5,1/1/2020,https://www.zillow.com/research/data/
69,North Carolina,NC,Greensboro,203397,1/1/2021,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,107783,1/1/2011,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,101257,1/1/2012,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,98311.5,1/1/2013,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,93462.5,1/1/2014,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,99473,1/1/2015,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,102480.5,1/1/2016,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,107003.5,1/1/2017,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,118023.5,1/1/2018,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,121908,1/1/2019,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,131926.5,1/1/2020,https://www.zillow.com/research/data/
70,Missouri,MO,Saint Louis,153783.5,1/1/2021,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,143373.5,1/1/2011,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,141606,1/1/2012,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,153241.5,1/1/2013,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,152768.5,1/1/2014,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,161227,1/1/2015,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,167435.5,1/1/2016,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,179368,1/1/2017,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,190735.5,1/1/2018,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,199829.5,1/1/2019,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,206405,1/1/2020,https://www.zillow.com/research/data/
71,Nebraska,NE,Lincoln,239984,1/1/2021,https://www.zillow.com/research/data/
72,Texas,TX,Plano,214394,1/1/2011,https://www.zillow.com/research/data/
72,Texas,TX,Plano,221487.5,1/1/2012,https://www.zillow.com/research/data/
72,Texas,TX,Plano,236001.5,1/1/2013,https://www.zillow.com/research/data/
72,Texas,TX,Plano,257953.5,1/1/2014,https://www.zillow.com/research/data/
72,Texas,TX,Plano,287377,1/1/2015,https://www.zillow.com/research/data/
72,Texas,TX,Plano,311768,1/1/2016,https://www.zillow.com/research/data/
72,Texas,TX,Plano,336346.5,1/1/2017,https://www.zillow.com/research/data/
72,Texas,TX,Plano,346470.5,1/1/2018,https://www.zillow.com/research/data/
72,Texas,TX,Plano,345363.5,1/1/2019,https://www.zillow.com/research/data/
72,Texas,TX,Plano,346070.5,1/1/2020,https://www.zillow.com/research/data/
72,Texas,TX,Plano,418720,1/1/2021,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,311298,1/1/2011,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,320151,1/1/2012,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,329224,1/1/2013,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,337848,1/1/2014,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,347864.5,1/1/2015,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,349531.5,1/1/2016,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,345169.5,1/1/2017,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,348934,1/1/2018,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,376230.5,1/1/2019,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,363828,1/1/2020,https://www.zillow.com/research/data/
73,Alaska,AK,Anchorage,386293.5,1/1/2021,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,173763.5,1/1/2011,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,165082.5,1/1/2012,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,173155.5,1/1/2013,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,181836.5,1/1/2014,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,187012.5,1/1/2015,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,199077,1/1/2016,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,214394.5,1/1/2017,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,234040,1/1/2018,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,252311.5,1/1/2019,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,264304.5,1/1/2020,https://www.zillow.com/research/data/
74,North Carolina,NC,Durham,314496.5,1/1/2021,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,282310,1/1/2011,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,272130,1/1/2012,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,286890,1/1/2013,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,314745,1/1/2014,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,330900,1/1/2015,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,365580.5,1/1/2016,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,408525,1/1/2017,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,459463,1/1/2018,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,489001,1/1/2019,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,514131.5,1/1/2020,https://www.zillow.com/research/data/
75,New Jersey,NJ,Jersey City,569324,1/1/2021,https://www.zillow.com/research/data/
