Identifier,Observation_Date,Median_Monthly_Income,percent_to_income_rent,percent_to_income_home_15yr_Payment_10_Perc_Down,percent_to_income_home_15yr_Payment_20_Perc_Down,percent_to_income_home_30yr_Payment_10_Perc_Down,percent_to_income_home_30yr_Payment_20_Perc_Down,percent_to_income_1br_15yr_Payment_10_Perc_Down,percent_to_income_1br_15yr_Payment_20_Perc_Down,percent_to_income_1br_30yr_Payment_10_Perc_Down,percent_to_income_1br_30yr_Payment_20_Perc_Down,percent_to_income_2br_15yr_Payment_10_Perc_Down,percent_to_income_2br_15yr_Payment_20_Perc_Down,percent_to_income_2br_30yr_Payment_10_Perc_Down,percent_to_income_2br_30yr_Payment_20_Perc_Down,percent_to_income_3br_15yr_Payment_10_Perc_Down,percent_to_income_3br_15yr_Payment_20_Perc_Down,percent_to_income_3br_30yr_Payment_10_Perc_Down,percent_to_income_3br_30yr_Payment_20_Perc_Down,percent_to_income_4br_15yr_Payment_10_Perc_Down,percent_to_income_4br_15yr_Payment_20_Perc_Down,percent_to_income_4br_30yr_Payment_10_Perc_Down,percent_to_income_4br_30yr_Payment_20_Perc_Down,percent_to_income_5_plus_br_15yr_Payment_10_Perc_Down,percent_to_income_5_plus_br_15yr_Payment_20_Perc_Down,percent_to_income_5_plus_br_30yr_Payment_10_Perc_Down,percent_to_income_5_plus_br_30yr_Payment_20_Perc_Down
202009,2020-01-01,4562.25,0.24,0.32,0.28,0.2,0.18,0.19,0.17,0.12,0.11,0.25,0.22,0.16,0.14,0.29,0.26,0.19,0.16,0.57,0.51,0.37,0.33,1.15,1.02,0.73,0.65
202109,2021-01-01,4832.92,0.25,0.34,0.3,0.22,0.19,0.19,0.17,0.12,0.11,0.26,0.23,0.17,0.15,0.31,0.28,0.2,0.18,0.61,0.54,0.39,0.34,1.21,1.08,0.78,0.69
201110,2011-01-01,6382.75,0.22,0.54,0.48,0.37,0.33,0.23,0.21,0.16,0.15,0.32,0.29,0.22,0.2,0.48,0.43,0.34,0.3,0.59,0.53,0.41,0.37,0.78,0.7,0.55,0.48
201210,2012-01-01,6674.17,0.22,0.51,0.46,0.34,0.3,0.22,0.2,0.15,0.13,0.3,0.27,0.2,0.18,0.46,0.41,0.31,0.27,0.56,0.5,0.37,0.33,0.74,0.66,0.5,0.44
201310,2013-01-01,6748.08,0.22,0.63,0.56,0.43,0.38,0.29,0.26,0.2,0.18,0.39,0.34,0.27,0.24,0.57,0.51,0.39,0.35,0.68,0.6,0.47,0.41,0.88,0.78,0.6,0.53
201410,2014-01-01,7267.5,0.23,0.65,0.57,0.45,0.4,0.31,0.28,0.22,0.19,0.41,0.36,0.28,0.25,0.59,0.52,0.41,0.36,0.7,0.62,0.48,0.43,0.89,0.79,0.62,0.55
201510,2015-01-01,7620.92,0.23,0.67,0.6,0.46,0.4,0.33,0.29,0.22,0.2,0.43,0.38,0.29,0.26,0.62,0.55,0.42,0.37,0.72,0.64,0.49,0.43,0.94,0.83,0.63,0.56
201610,2016-01-01,8495.0,0.23,0.64,0.57,0.43,0.38,0.32,0.29,0.22,0.19,0.42,0.37,0.28,0.25,0.59,0.52,0.39,0.35,0.69,0.61,0.46,0.41,0.88,0.79,0.59,0.52
201710,2017-01-01,8722.92,0.24,0.68,0.61,0.46,0.41,0.34,0.3,0.23,0.21,0.45,0.4,0.3,0.27,0.62,0.56,0.42,0.38,0.73,0.65,0.5,0.44,0.93,0.83,0.63,0.56
201810,2018-01-01,9419.67,0.23,0.82,0.73,0.56,0.5,0.41,0.37,0.28,0.25,0.53,0.48,0.37,0.33,0.75,0.67,0.52,0.46,0.87,0.78,0.6,0.53,1.08,0.96,0.75,0.66
201910,2019-01-01,9657.75,0.23,0.71,0.63,0.47,0.42,0.36,0.32,0.24,0.22,0.47,0.41,0.31,0.28,0.65,0.58,0.43,0.38,0.76,0.67,0.51,0.45,0.96,0.85,0.64,0.57
202010,2020-01-01,9777.0,0.23,0.69,0.61,0.44,0.39,0.34,0.3,0.22,0.19,0.44,0.39,0.28,0.25,0.63,0.56,0.4,0.35,0.74,0.66,0.47,0.42,0.93,0.83,0.59,0.53
202110,2021-01-01,10531.42,0.22,0.74,0.65,0.47,0.42,0.32,0.29,0.21,0.18,0.44,0.39,0.28,0.25,0.67,0.6,0.43,0.38,0.79,0.7,0.51,0.45,1.0,0.89,0.64,0.57
201111,2011-01-01,4165.58,0.22,0.35,0.31,0.25,0.22,0.25,0.22,0.17,0.15,0.31,0.28,0.22,0.19,0.31,0.28,0.22,0.19,0.44,0.39,0.3,0.27,0.68,0.61,0.48,0.42
201211,2012-01-01,4371.08,0.22,0.33,0.3,0.22,0.2,0.23,0.21,0.16,0.14,0.3,0.26,0.2,0.18,0.29,0.26,0.19,0.17,0.41,0.37,0.27,0.24,0.65,0.58,0.43,0.38
201311,2013-01-01,4695.92,0.21,0.35,0.31,0.24,0.21,0.24,0.21,0.17,0.15,0.31,0.27,0.21,0.19,0.3,0.27,0.21,0.18,0.43,0.38,0.29,0.26,0.66,0.58,0.45,0.4
201411,2014-01-01,4871.5,0.22,0.38,0.33,0.26,0.23,0.26,0.23,0.18,0.16,0.33,0.3,0.23,0.21,0.33,0.29,0.23,0.2,0.46,0.41,0.32,0.28,0.69,0.62,0.48,0.43
201511,2015-01-01,5187.5,0.22,0.38,0.34,0.25,0.23,0.26,0.23,0.18,0.16,0.34,0.3,0.23,0.2,0.33,0.3,0.22,0.2,0.45,0.4,0.31,0.27,0.68,0.61,0.46,0.41
201611,2016-01-01,5558.08,0.21,0.38,0.34,0.25,0.22,0.26,0.23,0.17,0.15,0.34,0.3,0.22,0.2,0.33,0.3,0.22,0.2,0.44,0.4,0.3,0.26,0.66,0.59,0.44,0.39
201711,2017-01-01,5646.25,0.22,0.4,0.35,0.27,0.24,0.28,0.25,0.19,0.17,0.36,0.32,0.24,0.22,0.35,0.31,0.24,0.21,0.47,0.41,0.32,0.28,0.68,0.6,0.46,0.41
201811,2018-01-01,5961.92,0.22,0.41,0.37,0.28,0.25,0.29,0.26,0.2,0.18,0.37,0.33,0.26,0.23,0.37,0.33,0.25,0.22,0.48,0.42,0.33,0.29,0.7,0.62,0.48,0.43
201911,2019-01-01,6284.42,0.21,0.39,0.35,0.26,0.23,0.28,0.25,0.18,0.16,0.35,0.31,0.24,0.21,0.35,0.31,0.23,0.21,0.45,0.4,0.3,0.27,0.66,0.59,0.44,0.39
202011,2020-01-01,6312.67,0.21,0.4,0.35,0.25,0.23,0.27,0.24,0.17,0.16,0.35,0.31,0.23,0.2,0.35,0.32,0.23,0.2,0.46,0.41,0.29,0.26,0.66,0.59,0.42,0.38
202111,2021-01-01,6628.5,0.22,0.53,0.47,0.34,0.3,0.31,0.28,0.2,0.18,0.44,0.39,0.28,0.25,0.46,0.41,0.3,0.26,0.61,0.54,0.39,0.35,0.89,0.79,0.57,0.5
201112,2011-01-01,3733.5,0.24,0.21,0.19,0.15,0.13,0.09,0.08,0.06,0.05,0.11,0.1,0.08,0.07,0.19,0.17,0.13,0.12,0.3,0.27,0.21,0.19,0.46,0.41,0.32,0.29
201212,2012-01-01,3566.67,0.25,0.2,0.18,0.13,0.12,0.09,0.08,0.06,0.05,0.11,0.1,0.07,0.06,0.18,0.16,0.12,0.11,0.29,0.26,0.19,0.17,0.45,0.4,0.3,0.27
201312,2013-01-01,3952.0,0.23,0.2,0.18,0.14,0.12,0.1,0.09,0.07,0.06,0.11,0.1,0.07,0.07,0.18,0.16,0.12,0.11,0.29,0.26,0.2,0.18,0.45,0.4,0.31,0.27
201412,2014-01-01,3715.92,0.25,0.24,0.21,0.16,0.15,0.12,0.1,0.08,0.07,0.13,0.11,0.09,0.08,0.21,0.19,0.15,0.13,0.34,0.3,0.23,0.21,0.51,0.45,0.35,0.31
201512,2015-01-01,4019.92,0.24,0.23,0.2,0.15,0.14,0.11,0.1,0.08,0.07,0.12,0.11,0.08,0.07,0.2,0.18,0.14,0.12,0.32,0.29,0.22,0.19,0.48,0.43,0.33,0.29
201612,2016-01-01,4274.83,0.23,0.23,0.2,0.15,0.13,0.11,0.1,0.08,0.07,0.13,0.11,0.08,0.07,0.21,0.18,0.14,0.12,0.32,0.28,0.21,0.19,0.47,0.42,0.31,0.28
201712,2017-01-01,4291.42,0.23,0.25,0.22,0.17,0.15,0.13,0.12,0.09,0.08,0.15,0.13,0.1,0.09,0.23,0.2,0.15,0.14,0.34,0.3,0.23,0.21,0.5,0.44,0.34,0.3
201812,2018-01-01,4522.42,0.24,0.27,0.24,0.19,0.17,0.15,0.13,0.1,0.09,0.17,0.15,0.11,0.1,0.25,0.22,0.17,0.15,0.37,0.33,0.25,0.22,0.52,0.46,0.36,0.32
201912,2019-01-01,4747.92,0.23,0.26,0.24,0.18,0.16,0.15,0.13,0.1,0.09,0.17,0.15,0.11,0.1,0.24,0.22,0.16,0.14,0.35,0.31,0.23,0.21,0.49,0.43,0.32,0.29
202012,2020-01-01,4627.58,0.24,0.27,0.24,0.17,0.15,0.15,0.13,0.09,0.08,0.17,0.15,0.11,0.1,0.25,0.22,0.16,0.14,0.35,0.31,0.22,0.2,0.49,0.43,0.31,0.27
202112,2021-01-01,4885.08,0.24,0.3,0.26,0.19,0.17,0.16,0.14,0.1,0.09,0.19,0.17,0.12,0.11,0.27,0.24,0.17,0.16,0.38,0.34,0.24,0.22,0.53,0.47,0.34,0.3
201113,2011-01-01,3949.92,0.2,0.19,0.17,0.14,0.12,0.14,0.12,0.1,0.09,0.12,0.11,0.08,0.07,0.17,0.15,0.12,0.1,0.27,0.24,0.19,0.17,0.35,0.31,0.24,0.22
201213,2012-01-01,4229.17,0.2,0.17,0.15,0.12,0.1,0.12,0.11,0.08,0.07,0.11,0.09,0.07,0.06,0.15,0.13,0.1,0.09,0.24,0.21,0.16,0.14,0.32,0.28,0.21,0.19
201313,2013-01-01,4369.17,0.2,0.18,0.16,0.12,0.11,0.12,0.11,0.08,0.07,0.11,0.1,0.07,0.07,0.15,0.14,0.1,0.09,0.25,0.22,0.17,0.15,0.32,0.29,0.22,0.2
201413,2014-01-01,4356.08,0.21,0.2,0.17,0.14,0.12,0.14,0.12,0.09,0.08,0.12,0.1,0.08,0.07,0.17,0.15,0.12,0.1,0.27,0.24,0.19,0.16,0.35,0.31,0.24,0.22
201513,2015-01-01,4657.33,0.2,0.2,0.18,0.13,0.12,0.14,0.12,0.09,0.08,0.12,0.1,0.08,0.07,0.17,0.15,0.11,0.1,0.27,0.24,0.18,0.16,0.35,0.31,0.24,0.21
201613,2016-01-01,4702.33,0.21,0.21,0.19,0.14,0.13,0.15,0.13,0.1,0.09,0.13,0.11,0.09,0.08,0.19,0.16,0.12,0.11,0.29,0.26,0.19,0.17,0.37,0.33,0.25,0.22
201713,2017-01-01,5017.08,0.2,0.23,0.2,0.15,0.14,0.16,0.14,0.11,0.09,0.14,0.12,0.1,0.08,0.2,0.18,0.13,0.12,0.3,0.27,0.2,0.18,0.38,0.33,0.25,0.23
201813,2018-01-01,4870.67,0.22,0.27,0.24,0.19,0.17,0.18,0.16,0.13,0.11,0.17,0.15,0.12,0.11,0.24,0.21,0.16,0.15,0.35,0.31,0.24,0.21,0.43,0.38,0.3,0.26
201913,2019-01-01,5446.33,0.2,0.24,0.22,0.16,0.15,0.17,0.15,0.11,0.1,0.16,0.15,0.11,0.1,0.22,0.19,0.15,0.13,0.31,0.27,0.2,0.18,0.37,0.33,0.25,0.22
202013,2020-01-01,5380.58,0.21,0.24,0.22,0.16,0.14,0.18,0.16,0.11,0.1,0.17,0.15,0.11,0.09,0.22,0.2,0.14,0.12,0.3,0.27,0.19,0.17,0.37,0.33,0.23,0.21
202113,2021-01-01,5686.25,0.22,0.27,0.24,0.17,0.15,0.19,0.17,0.12,0.11,0.18,0.16,0.12,0.11,0.24,0.22,0.16,0.14,0.33,0.29,0.21,0.19,0.4,0.36,0.26,0.23
201114,2011-01-01,3371.92,0.23,0.22,0.2,0.15,0.14,0.13,0.12,0.09,0.08,0.16,0.15,0.11,0.1,0.21,0.19,0.15,0.13,0.3,0.27,0.21,0.19,0.34,0.3,0.24,0.21
201214,2012-01-01,3653.67,0.22,0.18,0.16,0.12,0.11,0.11,0.09,0.07,0.06,0.13,0.11,0.08,0.07,0.17,0.15,0.12,0.1,0.26,0.23,0.17,0.15,0.29,0.26,0.19,0.17
201314,2013-01-01,3702.17,0.22,0.18,0.16,0.13,0.11,0.11,0.1,0.08,0.07,0.13,0.11,0.09,0.08,0.17,0.16,0.12,0.11,0.27,0.24,0.18,0.16,0.3,0.27,0.21,0.18
201414,2014-01-01,3873.42,0.22,0.19,0.17,0.13,0.12,0.12,0.11,0.08,0.07,0.13,0.12,0.09,0.08,0.18,0.16,0.12,0.11,0.27,0.24,0.19,0.17,0.31,0.27,0.21,0.19
201514,2015-01-01,3950.08,0.22,0.19,0.17,0.13,0.12,0.12,0.11,0.08,0.07,0.14,0.12,0.09,0.08,0.19,0.17,0.13,0.11,0.28,0.25,0.19,0.17,0.32,0.28,0.22,0.19
201614,2016-01-01,4133.5,0.21,0.2,0.18,0.13,0.12,0.12,0.11,0.08,0.07,0.14,0.12,0.09,0.08,0.19,0.17,0.13,0.11,0.28,0.25,0.19,0.17,0.32,0.29,0.22,0.19
201714,2017-01-01,4309.0,0.21,0.21,0.19,0.14,0.13,0.14,0.12,0.09,0.08,0.15,0.13,0.1,0.09,0.2,0.18,0.14,0.12,0.3,0.27,0.2,0.18,0.35,0.31,0.24,0.21
201814,2018-01-01,4414.25,0.22,0.24,0.21,0.16,0.15,0.15,0.13,0.1,0.09,0.17,0.15,0.12,0.1,0.23,0.2,0.16,0.14,0.33,0.3,0.23,0.2,0.4,0.35,0.27,0.24
201914,2019-01-01,4759.83,0.21,0.23,0.21,0.16,0.14,0.15,0.13,0.1,0.09,0.17,0.15,0.11,0.1,0.22,0.2,0.15,0.13,0.32,0.28,0.21,0.19,0.38,0.34,0.25,0.22
202014,2020-01-01,4575.17,0.22,0.25,0.22,0.16,0.14,0.16,0.14,0.1,0.09,0.18,0.16,0.11,0.1,0.24,0.21,0.15,0.13,0.33,0.3,0.21,0.19,0.39,0.35,0.25,0.22
202114,2021-01-01,4850.17,0.23,0.27,0.24,0.17,0.15,0.16,0.15,0.11,0.09,0.19,0.17,0.12,0.11,0.26,0.23,0.17,0.15,0.36,0.32,0.23,0.2,0.42,0.37,0.27,0.24
201115,2011-01-01,3251.25,0.23,0.2,0.17,0.14,0.12,0.11,0.1,0.08,0.07,0.13,0.12,0.09,0.08,0.19,0.17,0.13,0.12,0.28,0.25,0.2,0.18,0.46,0.41,0.32,0.28
201215,2012-01-01,3404.5,0.22,0.18,0.16,0.12,0.11,0.1,0.08,0.06,0.06,0.11,0.1,0.07,0.07,0.17,0.15,0.11,0.1,0.26,0.23,0.17,0.15,0.43,0.38,0.29,0.25
201315,2013-01-01,3446.75,0.23,0.19,0.16,0.13,0.11,0.1,0.09,0.07,0.06,0.11,0.1,0.08,0.07,0.18,0.16,0.12,0.11,0.27,0.24,0.19,0.17,0.44,0.39,0.3,0.27
201415,2014-01-01,3530.83,0.22,0.2,0.18,0.14,0.12,0.1,0.09,0.07,0.06,0.13,0.11,0.09,0.08,0.2,0.17,0.14,0.12,0.29,0.26,0.2,0.18,0.48,0.43,0.33,0.3
201515,2015-01-01,3439.83,0.23,0.21,0.18,0.14,0.12,0.11,0.1,0.08,0.07,0.13,0.12,0.09,0.08,0.2,0.18,0.13,0.12,0.29,0.26,0.2,0.18,0.49,0.43,0.33,0.29
201615,2016-01-01,3717.92,0.22,0.2,0.17,0.13,0.12,0.11,0.09,0.07,0.06,0.12,0.11,0.08,0.07,0.19,0.17,0.13,0.11,0.28,0.25,0.18,0.16,0.46,0.41,0.3,0.27
201715,2017-01-01,3935.42,0.22,0.21,0.18,0.14,0.12,0.11,0.1,0.08,0.07,0.13,0.12,0.09,0.08,0.2,0.18,0.14,0.12,0.29,0.26,0.2,0.17,0.47,0.42,0.32,0.28
201815,2018-01-01,3973.17,0.22,0.23,0.21,0.16,0.14,0.13,0.11,0.09,0.08,0.15,0.13,0.1,0.09,0.23,0.2,0.16,0.14,0.32,0.29,0.22,0.2,0.52,0.46,0.36,0.32
201915,2019-01-01,4138.42,0.22,0.23,0.21,0.16,0.14,0.13,0.12,0.09,0.08,0.15,0.14,0.1,0.09,0.23,0.2,0.15,0.13,0.31,0.28,0.21,0.19,0.5,0.44,0.33,0.29
202015,2020-01-01,4234.42,0.22,0.23,0.21,0.15,0.13,0.13,0.12,0.08,0.07,0.16,0.14,0.1,0.09,0.23,0.2,0.14,0.13,0.31,0.28,0.2,0.18,0.48,0.43,0.3,0.27
202115,2021-01-01,4873.25,0.2,0.23,0.21,0.15,0.13,0.13,0.12,0.09,0.08,0.16,0.14,0.1,0.09,0.23,0.2,0.14,0.13,0.31,0.27,0.2,0.18,0.47,0.41,0.3,0.26
201116,2011-01-01,4181.42,0.2,0.25,0.22,0.17,0.15,0.18,0.16,0.13,0.11,0.17,0.15,0.12,0.11,0.21,0.18,0.14,0.13,0.33,0.3,0.23,0.21,0.54,0.48,0.38,0.34
201216,2012-01-01,4245.83,0.21,0.22,0.2,0.15,0.13,0.16,0.15,0.11,0.1,0.15,0.14,0.1,0.09,0.19,0.17,0.12,0.11,0.31,0.27,0.21,0.18,0.51,0.45,0.34,0.3
201316,2013-01-01,4252.83,0.21,0.24,0.21,0.16,0.15,0.18,0.16,0.12,0.11,0.16,0.15,0.11,0.1,0.2,0.18,0.14,0.12,0.33,0.3,0.23,0.2,0.55,0.49,0.38,0.33
201416,2014-01-01,4598.17,0.21,0.24,0.21,0.17,0.15,0.18,0.16,0.13,0.11,0.16,0.15,0.11,0.1,0.2,0.18,0.14,0.12,0.33,0.3,0.23,0.2,0.54,0.48,0.38,0.33
201516,2015-01-01,4493.25,0.22,0.25,0.23,0.17,0.15,0.19,0.17,0.13,0.11,0.17,0.15,0.12,0.1,0.21,0.19,0.14,0.13,0.35,0.31,0.23,0.21,0.56,0.5,0.38,0.34
201616,2016-01-01,5084.75,0.21,0.24,0.21,0.16,0.14,0.18,0.16,0.12,0.1,0.16,0.15,0.11,0.1,0.2,0.18,0.14,0.12,0.32,0.29,0.22,0.19,0.52,0.46,0.34,0.31
201716,2017-01-01,5112.5,0.21,0.27,0.24,0.18,0.16,0.19,0.17,0.13,0.12,0.18,0.16,0.13,0.11,0.23,0.2,0.15,0.14,0.35,0.31,0.24,0.21,0.55,0.49,0.37,0.33
201816,2018-01-01,5063.67,0.23,0.31,0.28,0.21,0.19,0.22,0.2,0.15,0.14,0.22,0.2,0.15,0.13,0.27,0.24,0.19,0.16,0.4,0.36,0.28,0.25,0.61,0.54,0.42,0.37
201916,2019-01-01,5290.25,0.22,0.3,0.27,0.2,0.18,0.22,0.19,0.14,0.13,0.22,0.19,0.14,0.13,0.26,0.24,0.18,0.16,0.38,0.34,0.26,0.23,0.58,0.51,0.39,0.34
202016,2020-01-01,5446.58,0.22,0.3,0.26,0.19,0.17,0.21,0.19,0.13,0.12,0.22,0.19,0.14,0.12,0.26,0.23,0.17,0.15,0.37,0.33,0.24,0.21,0.56,0.5,0.36,0.32
202116,2021-01-01,5905.75,0.22,0.32,0.28,0.2,0.18,0.21,0.19,0.14,0.12,0.23,0.2,0.15,0.13,0.28,0.25,0.18,0.16,0.4,0.35,0.25,0.23,0.59,0.53,0.38,0.34
201117,2011-01-01,5824.5,0.24,0.8,0.71,0.55,0.49,0.56,0.49,0.39,0.34,0.75,0.67,0.52,0.46,0.88,0.78,0.61,0.54,1.08,0.96,0.75,0.67,1.54,1.37,1.07,0.95
201217,2012-01-01,6084.33,0.25,0.75,0.66,0.5,0.44,0.53,0.47,0.35,0.31,0.71,0.63,0.47,0.42,0.83,0.74,0.55,0.49,1.02,0.91,0.68,0.61,1.48,1.32,0.99,0.88
201317,2013-01-01,6457.08,0.23,0.87,0.77,0.59,0.53,0.62,0.55,0.42,0.38,0.82,0.73,0.56,0.5,0.96,0.85,0.66,0.58,1.18,1.05,0.81,0.72,1.68,1.49,1.15,1.02
201417,2014-01-01,7089.17,0.22,0.9,0.8,0.63,0.56,0.64,0.57,0.44,0.39,0.85,0.76,0.59,0.52,1.02,0.9,0.7,0.62,1.25,1.11,0.87,0.77,1.74,1.55,1.2,1.07
201517,2015-01-01,7674.5,0.22,0.91,0.81,0.62,0.55,0.63,0.56,0.43,0.38,0.87,0.77,0.58,0.52,1.03,0.92,0.7,0.62,1.27,1.13,0.86,0.76,1.81,1.61,1.22,1.09
201617,2016-01-01,8650.08,0.21,0.88,0.78,0.59,0.52,0.59,0.52,0.39,0.35,0.81,0.72,0.54,0.48,0.98,0.87,0.65,0.58,1.19,1.06,0.79,0.7,1.64,1.46,1.09,0.97
201717,2017-01-01,9234.67,0.2,0.88,0.78,0.6,0.53,0.56,0.49,0.38,0.33,0.8,0.71,0.54,0.48,0.97,0.86,0.65,0.58,1.19,1.06,0.81,0.72,1.62,1.44,1.1,0.97
201817,2018-01-01,9364.67,0.2,1.04,0.92,0.72,0.64,0.62,0.55,0.42,0.38,0.92,0.82,0.64,0.56,1.12,1.0,0.77,0.69,1.38,1.23,0.95,0.85,1.83,1.63,1.26,1.12
201917,2019-01-01,10321.58,0.19,0.9,0.8,0.6,0.54,0.54,0.48,0.36,0.32,0.81,0.72,0.54,0.48,0.98,0.87,0.65,0.58,1.21,1.08,0.81,0.72,1.6,1.42,1.07,0.95
202017,2020-01-01,9928.0,0.2,0.9,0.8,0.57,0.51,0.54,0.48,0.34,0.31,0.8,0.71,0.51,0.45,0.97,0.87,0.62,0.55,1.21,1.08,0.77,0.69,1.6,1.42,1.02,0.9
202117,2021-01-01,10152.17,0.21,0.91,0.81,0.58,0.52,0.5,0.44,0.32,0.28,0.79,0.7,0.5,0.45,0.97,0.86,0.62,0.55,1.2,1.06,0.77,0.68,1.54,1.37,0.99,0.88
201118,2011-01-01,5086.42,0.2,0.5,0.45,0.35,0.31,0.29,0.26,0.2,0.18,0.41,0.36,0.28,0.25,0.49,0.44,0.34,0.3,0.62,0.55,0.43,0.38,0.71,0.63,0.49,0.44
201218,2012-01-01,5372.75,0.2,0.46,0.41,0.31,0.27,0.25,0.22,0.16,0.15,0.37,0.33,0.24,0.22,0.45,0.4,0.3,0.27,0.57,0.5,0.38,0.34,0.64,0.57,0.43,0.38
201318,2013-01-01,5847.67,0.2,0.49,0.44,0.34,0.3,0.27,0.24,0.18,0.16,0.39,0.35,0.27,0.24,0.48,0.43,0.33,0.29,0.6,0.54,0.41,0.37,0.68,0.6,0.47,0.41
201418,2014-01-01,5914.58,0.2,0.53,0.47,0.37,0.33,0.29,0.26,0.2,0.18,0.42,0.38,0.29,0.26,0.52,0.46,0.36,0.32,0.65,0.58,0.45,0.4,0.73,0.65,0.51,0.45
201518,2015-01-01,6695.75,0.2,0.51,0.45,0.34,0.3,0.28,0.25,0.19,0.17,0.4,0.36,0.27,0.24,0.5,0.44,0.34,0.3,0.62,0.55,0.42,0.37,0.7,0.62,0.47,0.42
201618,2016-01-01,6956.33,0.21,0.56,0.5,0.37,0.33,0.31,0.28,0.21,0.18,0.45,0.4,0.3,0.26,0.55,0.49,0.36,0.32,0.68,0.6,0.45,0.4,0.76,0.68,0.51,0.45
201718,2017-01-01,7235.17,0.21,0.62,0.55,0.42,0.37,0.35,0.31,0.24,0.21,0.5,0.45,0.34,0.3,0.61,0.54,0.41,0.37,0.75,0.66,0.51,0.45,0.84,0.74,0.57,0.5
201818,2018-01-01,7790.08,0.22,0.68,0.6,0.47,0.41,0.4,0.36,0.28,0.25,0.56,0.5,0.38,0.34,0.67,0.59,0.46,0.41,0.81,0.72,0.56,0.49,0.91,0.81,0.63,0.56
201918,2019-01-01,8540.5,0.2,0.57,0.51,0.38,0.34,0.33,0.29,0.22,0.2,0.47,0.42,0.31,0.28,0.56,0.5,0.37,0.33,0.68,0.61,0.46,0.41,0.77,0.69,0.52,0.46
202018,2020-01-01,8098.75,0.21,0.6,0.53,0.38,0.34,0.33,0.3,0.21,0.19,0.48,0.43,0.31,0.27,0.58,0.52,0.37,0.33,0.71,0.63,0.45,0.4,0.81,0.72,0.51,0.46
202118,2021-01-01,9231.75,0.19,0.58,0.52,0.37,0.33,0.3,0.26,0.19,0.17,0.46,0.41,0.29,0.26,0.57,0.51,0.37,0.33,0.71,0.63,0.45,0.4,0.8,0.71,0.51,0.46
201119,2011-01-01,3947.58,0.22,0.41,0.37,0.29,0.26,0.24,0.21,0.16,0.15,0.33,0.29,0.23,0.2,0.4,0.36,0.28,0.25,0.53,0.48,0.37,0.33,0.74,0.66,0.51,0.46
201219,2012-01-01,4207.33,0.21,0.38,0.34,0.25,0.22,0.22,0.19,0.14,0.13,0.3,0.26,0.2,0.18,0.37,0.33,0.25,0.22,0.49,0.44,0.33,0.29,0.68,0.61,0.45,0.4
201319,2013-01-01,4257.42,0.21,0.42,0.38,0.29,0.26,0.24,0.21,0.16,0.14,0.33,0.29,0.23,0.2,0.41,0.37,0.28,0.25,0.55,0.49,0.38,0.33,0.75,0.67,0.52,0.46
201419,2014-01-01,4578.42,0.22,0.44,0.39,0.31,0.27,0.25,0.22,0.17,0.15,0.35,0.31,0.24,0.21,0.43,0.38,0.3,0.26,0.57,0.5,0.39,0.35,0.77,0.69,0.53,0.47
201519,2015-01-01,4833.58,0.23,0.46,0.41,0.31,0.28,0.26,0.23,0.18,0.16,0.36,0.32,0.25,0.22,0.45,0.4,0.3,0.27,0.58,0.52,0.39,0.35,0.79,0.7,0.53,0.47
201619,2016-01-01,5092.08,0.24,0.48,0.43,0.32,0.29,0.28,0.25,0.19,0.17,0.39,0.35,0.26,0.23,0.47,0.42,0.31,0.28,0.6,0.54,0.4,0.36,0.82,0.73,0.54,0.48
201719,2017-01-01,5435.33,0.24,0.51,0.45,0.34,0.31,0.31,0.27,0.21,0.18,0.41,0.37,0.28,0.25,0.5,0.44,0.34,0.3,0.62,0.55,0.42,0.37,0.83,0.74,0.56,0.5
201819,2018-01-01,5698.08,0.23,0.55,0.49,0.38,0.34,0.33,0.3,0.23,0.2,0.45,0.4,0.31,0.28,0.54,0.48,0.37,0.33,0.68,0.61,0.47,0.42,0.92,0.82,0.63,0.56
201919,2019-01-01,6303.83,0.23,0.49,0.44,0.33,0.29,0.29,0.26,0.2,0.17,0.4,0.36,0.27,0.24,0.48,0.43,0.32,0.29,0.61,0.54,0.41,0.36,0.82,0.73,0.55,0.49
202019,2020-01-01,6055.08,0.23,0.5,0.45,0.32,0.28,0.3,0.26,0.19,0.17,0.4,0.36,0.26,0.23,0.49,0.43,0.31,0.28,0.62,0.55,0.39,0.35,0.83,0.74,0.53,0.47
202119,2021-01-01,6802.5,0.23,0.5,0.45,0.32,0.29,0.28,0.25,0.18,0.16,0.4,0.36,0.26,0.23,0.49,0.44,0.31,0.28,0.61,0.54,0.39,0.35,0.81,0.72,0.52,0.46
201120,2011-01-01,3582.92,0.2,0.2,0.18,0.14,0.13,0.08,0.07,0.06,0.05,0.12,0.1,0.08,0.07,0.21,0.18,0.14,0.13,0.34,0.31,0.24,0.21,0.52,0.46,0.36,0.32
201220,2012-01-01,3612.67,0.21,0.19,0.17,0.13,0.11,0.07,0.07,0.05,0.04,0.1,0.09,0.07,0.06,0.2,0.17,0.13,0.12,0.33,0.29,0.22,0.19,0.49,0.43,0.33,0.29
201320,2013-01-01,3852.67,0.19,0.18,0.16,0.13,0.11,0.07,0.06,0.05,0.04,0.1,0.09,0.07,0.06,0.19,0.17,0.13,0.12,0.32,0.28,0.22,0.19,0.47,0.42,0.32,0.29
