City_Rank_by_Population(2021),State,State_Abbrieviation,City,Observation_Date,Median_Taxes,Median_Typical_Home_Value,AnnualAverageRate15Year,15yr_Payment_10_Perc_Down,15yr_Payment_20_Perc_Down,AnnualAverageRate30Year,30yr_Payment_10_Perc_Down,30yr_Payment_20_Perc_Down
17,California,CA,San Francisco,1/1/2012,6130,733017.5,2.93,4533.698612006373,4029.954321783442,3.66,3021.653231156208,2685.9139832499627
17,California,CA,San Francisco,1/1/2013,6430,892435.0,3.11,5589.2838905817525,4968.252347183779,3.98,3825.3038557825257,3400.2700940289124
17,California,CA,San Francisco,1/1/2014,6865,1010879.5,3.29,6410.522953935708,5698.242625720629,4.17,4433.1212437009435,3940.5522166230608
17,California,CA,San Francisco,1/1/2015,7096,1122676.5,3.09,7021.516874046527,6241.3483324858025,3.85,4736.879868083395,4210.559882740796
17,California,CA,San Francisco,1/1/2016,7615,1230189.0,2.93,7608.694419717821,6763.283928638064,3.65,5064.855477529295,4502.093757803817
17,California,CA,San Francisco,1/1/2017,8188,1282075.0,3.28,8124.701204182345,7221.956625939862,3.99,5502.089819478397,4890.74650620302
17,California,CA,San Francisco,1/1/2018,9443,1461953.0,4.0,9732.50083717408,8651.11185526585,4.54,6698.059165899759,5953.830369688675
17,California,CA,San Francisco,1/1/2019,9373,1459591.0,3.39,9320.12520971565,8284.555741969465,3.94,6226.125304296139,5534.333603818789
17,California,CA,San Francisco,1/1/2020,1049,1477349.5,2.61,8934.74030277248,7941.991380242203,3.11,5684.896439895035,5053.241279906698
17,California,CA,San Francisco,1/1/2021,1803,1561610.0,2.27,9219.976015156184,8195.534235694387,2.96,5895.153065957569,5240.136058628951
18,Washington,WA,Seattle,1/1/2011,3659,391745.0,3.68,2551.745168034102,2268.2179271414243,4.45,1775.9637526816482,1578.6344468281316
18,Washington,WA,Seattle,1/1/2012,3777,399671.0,2.93,2471.9571605851143,2197.295253853435,3.66,1647.5284267421075,1464.4697126596513
18,Washington,WA,Seattle,1/1/2013,3742,458092.0,3.11,2869.011452939851,2550.232402613201,3.98,1963.550391796746,1745.378126041552
18,Washington,WA,Seattle,1/1/2014,3897,493790.5,3.29,3131.3874054082507,2783.4554714740007,4.17,2165.4738823843104,1924.8656732304983
18,Washington,WA,Seattle,1/1/2015,4149,542547.5,3.09,3393.2360980404937,3016.2098649248833,3.85,2289.1566094319924,2034.8058750506598
18,Washington,WA,Seattle,1/1/2016,4427,626880.5,2.93,3877.2433846993576,3446.4385641772064,3.65,2580.9523042242317,2294.179825977095
18,Washington,WA,Seattle,1/1/2017,4904,709651.0,3.28,4497.164623168851,3997.4796650389794,3.99,3045.5032213268832,2707.1139745127853
18,Washington,WA,Seattle,1/1/2018,5631,792132.0,4.0,5273.374282998414,4687.443807109701,4.54,3629.218588560993,3225.9720787208826
18,Washington,WA,Seattle,1/1/2019,6119,762979.0,3.39,4871.953727026019,4330.62553513424,3.94,3254.6123253339892,2892.9887336302127
18,Washington,WA,Seattle,1/1/2020,1281,797407.0,2.61,4822.572086437836,4286.730743500299,3.11,3068.4521268984618,2727.5130016875223
18,Washington,WA,Seattle,1/1/2021,1149,912606.5,2.27,5388.16352435988,4789.478688319894,2.96,3445.1335522235427,3062.340935309816
19,Colorado,CO,Denver,1/1/2011,1375,250184.5,3.68,1629.6496164393363,1448.5774368349657,4.45,1134.2036362500655,1008.181010000058
19,Colorado,CO,Denver,1/1/2012,1408,257608.5,2.93,1593.3034325797728,1416.269717848687,3.66,1061.9167433223681,943.9259940643274
19,Colorado,CO,Denver,1/1/2013,1512,287382.5,3.11,1799.8648391032516,1599.879856980668,3.98,1231.8268393041753,1094.9571904926004
19,Colorado,CO,Denver,1/1/2014,1622,318815.5,3.29,2021.7781454866674,1797.1361293214823,4.17,1398.1367372383531,1242.7882108785363
19,Colorado,CO,Denver,1/1/2015,1580,355412.5,3.09,2222.844128292577,1975.8614473711796,3.85,1499.5827525695868,1332.9624467285216
19,Colorado,CO,Denver,1/1/2016,1717,398738.0,2.93,2466.1865742007485,2192.165843733999,3.65,1641.658593434892,1459.2520830532374
19,Colorado,CO,Denver,1/1/2017,1961,436280.0,3.28,2764.7716719853934,2457.5748195425717,3.99,1872.317724346887,1664.2824216416773
19,Colorado,CO,Denver,1/1/2018,2122,475024.5,4.0,3162.3289831671736,2810.959096148599,4.54,2176.364223919613,1934.5459768174342
19,Colorado,CO,Denver,1/1/2019,2162,488204.0,3.39,3117.3954949599024,2771.018217742135,3.94,2082.5144016773133,1851.1239126020562
19,Colorado,CO,Denver,1/1/2020,1413,501642.5,2.61,3033.842338819313,2696.7487456171675,3.11,1930.3392070393936,1715.8570729239054
19,Colorado,CO,Denver,1/1/2021,2863,578828.0,2.27,3417.4859772291575,3037.7653130925846,2.96,2185.1036166918043,1942.3143259482702
20,Oklahoma,OK,Oklahoma City,1/1/2011,1524,112144.5,3.68,730.4858670732245,649.3207707317551,4.45,508.4035968872789,451.914308344248
20,Oklahoma,OK,Oklahoma City,1/1/2012,1565,112089.5,2.93,693.2713210400684,616.2411742578386,3.66,462.05663555601853,410.71700938312756
20,Oklahoma,OK,Oklahoma City,1/1/2013,1529,113710.0,3.11,712.1610774992587,633.0320688882301,3.98,487.4027816491185,433.24691702143866
20,Oklahoma,OK,Oklahoma City,1/1/2014,1701,118487.5,3.29,751.3920684952628,667.9040608846782,4.17,519.6162879581746,461.8811448517107
20,Oklahoma,OK,Oklahoma City,1/1/2015,1694,122418.0,3.09,765.6346709733638,680.5641519763234,3.85,516.5150955694121,459.124529395033
20,Oklahoma,OK,Oklahoma City,1/1/2016,1821,125649.5,2.93,777.1396504848722,690.7908004309975,3.65,517.3160858403197,459.8365207469509
20,Oklahoma,OK,Oklahoma City,1/1/2017,1903,129587.0,3.28,821.2122184321335,729.9664163841187,3.99,556.129176090905,494.33704541413783
20,Oklahoma,OK,Oklahoma City,1/1/2018,1957,133338.0,4.0,887.656577623985,789.0280689990979,4.54,610.8991281270617,543.0214472240548
20,Oklahoma,OK,Oklahoma City,1/1/2019,1890,138410.0,3.39,883.8082245483446,785.6073107096397,3.94,590.410603633229,524.8094254517591
20,Oklahoma,OK,Oklahoma City,1/1/2020,3808,148449.0,2.61,897.7924744322664,798.0377550509037,3.11,571.2373352453011,507.76652021804546
20,Oklahoma,OK,Oklahoma City,1/1/2021,4660,168685.0,2.27,995.9411467118045,885.2810192993818,2.96,636.7940106243253,566.0391205549557
21,Tennessee,TN,Nashville,1/1/2020,2556,308220.5,2.61,1864.0613636046749,1656.9434343152668,3.11,1186.0440763358079,1054.2614011873848
21,Tennessee,TN,Nashville,1/1/2021,4817,356685.5,2.27,2105.9238573997295,1871.9323176886485,2.96,1346.504965329121,1196.8933025147744
22,Texas,TX,El Paso,1/1/2011,2772,127252.5,3.68,828.8962258491099,736.7966451992087,4.45,576.895244197428,512.7957726199361
22,Texas,TX,El Paso,1/1/2012,2772,124843.0,2.93,772.1514640765215,686.356856956908,3.66,514.6292610165985,457.44823201475424
22,Texas,TX,El Paso,1/1/2013,2844,125589.5,3.11,786.5618999436563,699.1661332832501,3.98,538.3226773891652,478.5090465681468
22,Texas,TX,El Paso,1/1/2014,2984,125633.0,3.29,796.7054730774585,708.1826427355187,4.17,550.9522363544621,489.73532120396635
22,Texas,TX,El Paso,1/1/2015,3013,125087.0,3.09,782.3273055273339,695.4020493576303,3.85,527.7763381160537,469.1345227698255
22,Texas,TX,El Paso,1/1/2016,3169,126011.5,2.93,779.3786132620859,692.7809895662987,3.65,518.80648908963,461.16132363522667
22,Texas,TX,El Paso,1/1/2017,3285,131395.0,3.28,832.6697850933364,740.1509200829655,3.99,563.8882996941396,501.2340441725685
22,Texas,TX,El Paso,1/1/2018,3371,132041.0,4.0,879.0222004683482,781.3530670829762,4.54,604.9568148391708,537.7393909681517
22,Texas,TX,El Paso,1/1/2019,3551,139505.5,3.39,890.8034699062862,791.8253065833657,3.94,595.0836389361709,528.9632346099298
22,Texas,TX,El Paso,1/1/2020,3045,143517.5,2.61,867.9676619534844,771.5268106253195,3.11,552.2607377689812,490.89843357242773
22,Texas,TX,El Paso,1/1/2021,4109,168171.0,2.27,992.9064148185723,882.5834798387311,2.96,634.8536358342674,564.3143429637934
23,District of Columbia,DC,Washington,1/1/2011,2600,441241.0,3.68,2874.151781614405,2554.8015836572495,4.45,2000.352326633405,1778.0909570074712
23,District of Columbia,DC,Washington,1/1/2012,2833,450616.0,2.93,2787.050969107646,2477.378639206797,3.66,1857.5344959850015,1651.1417742088904
23,District of Columbia,DC,Washington,1/1/2013,2794,512987.0,3.11,3212.816591883847,2855.83697056342,3.98,2198.85050347231,1954.5337808642755
23,District of Columbia,DC,Washington,1/1/2014,2649,583238.0,3.29,3698.621434708642,3287.6634975187926,4.17,2557.7378588977726,2273.544763464686
23,District of Columbia,DC,Washington,1/1/2015,2955,580347.5,3.09,3629.6473330124186,3226.353184899928,3.85,2448.6451700401035,2176.573484480092
23,District of Columbia,DC,Washington,1/1/2016,3492,612070.0,2.93,3785.6407377050896,3365.013989071191,3.65,2519.975460788022,2239.9781873671304
23,District of Columbia,DC,Washington,1/1/2017,3421,640452.0,3.28,4058.6402009406556,3607.6801786139163,3.99,2748.532206824545,2443.139739399596
23,District of Columbia,DC,Washington,1/1/2018,3691,670384.0,4.0,4462.87455289473,3966.9996025730943,4.54,3071.4200086271885,2730.1511187797237
23,District of Columbia,DC,Washington,1/1/2019,3734,711088.5,3.39,4540.61024985005,4036.097999866712,3.94,3033.2648690242568,2696.235439132673
23,District of Columbia,DC,Washington,1/1/2020,1658,727580.5,2.61,4400.274151012575,3911.3548009000665,3.11,2799.7571286869147,2488.673003277257
23,District of Columbia,DC,Washington,1/1/2021,2626,785795.5,2.27,4639.4526564364105,4123.957916832364,2.96,2966.4159111690255,2636.814143261356
24,Massachusetts,MA,Boston,1/1/2011,2681,363006.5,3.68,2364.5485771100366,2101.8209574311436,4.45,1645.6786582798268,1462.8254740265127
24,Massachusetts,MA,Boston,1/1/2012,2878,367203.5,2.93,2271.1463208912232,2018.796729681087,3.66,1513.6905220773974,1345.50268629102
24,Massachusetts,MA,Boston,1/1/2013,3037,402936.0,3.11,2523.5716816747986,2243.174828155377,3.98,1727.1315383569538,1535.2280340950701
24,Massachusetts,MA,Boston,1/1/2014,2886,442052.0,3.29,2803.286141259356,2491.80990334165,4.17,1938.5793381115047,1723.1816338768936
24,Massachusetts,MA,Boston,1/1/2015,3112,471728.0,3.09,2950.312144202021,2622.49968373513,3.85,1990.3497280037875,1769.1997582255888
24,Massachusetts,MA,Boston,1/1/2016,3293,521015.5,2.93,3222.4704719652755,2864.4181973024674,3.65,2145.091696521969,1906.7481746861945
24,Massachusetts,MA,Boston,1/1/2017,3343,565071.5,3.28,3580.9426878295917,3183.0601669596367,3.99,2425.0329718833823,2155.58486389634
24,Massachusetts,MA,Boston,1/1/2018,3417,602747.5,4.0,4012.605431470495,3566.7603835293294,4.54,2761.537762909044,2454.700233696928
24,Massachusetts,MA,Boston,1/1/2019,3707,624970.5,3.39,3990.709255112284,3547.2971156553635,3.94,2665.9143859400406,2369.701676391147
24,Massachusetts,MA,Boston,1/1/2020,700,636921.5,2.61,3851.9850555012886,3423.986716001146,3.11,2450.897886954038,2178.5758995147007
24,Massachusetts,MA,Boston,1/1/2021,1594,701742.0,2.27,4143.188381751995,3682.8341171128836,2.96,2649.1098947952414,2354.7643509291033
25,Nevada,NV,Las Vegas,1/1/2011,1574,138601.0,3.68,902.8179862785603,802.5048766920536,4.45,628.3433153848273,558.5273914531797
25,Nevada,NV,Las Vegas,1/1/2012,1588,135262.5,2.93,836.5958636819885,743.6407677173231,3.66,557.5806446357237,495.6272396761989
25,Nevada,NV,Las Vegas,1/1/2013,1541,171396.0,3.11,1073.4461352481133,954.1743424427675,3.98,734.6661433781753,653.0365718917114
25,Nevada,NV,Las Vegas,1/1/2014,1435,199594.5,3.29,1265.7345645344678,1125.0973906973047,4.17,875.3037509177582,778.0477785935627
25,Nevada,NV,Las Vegas,1/1/2015,1586,212247.0,3.09,1327.4490843673607,1179.9547416598762,3.85,895.5282678145455,796.0251269462625
25,Nevada,NV,Las Vegas,1/1/2016,1593,226930.0,2.93,1403.5575221909519,1247.6066863919575,3.65,934.3016833313603,830.4903851834315
25,Nevada,NV,Las Vegas,1/1/2017,1605,242796.5,3.28,1538.6377676198806,1367.6780156621164,3.99,1041.973481157488,926.1986499177673
25,Nevada,NV,Las Vegas,1/1/2018,1719,282068.5,4.0,1877.7839728024346,1669.1413091577197,4.54,1292.3202742062133,1148.7291326277455
25,Nevada,NV,Las Vegas,1/1/2019,1721,298345.0,3.39,1905.0629633182273,1693.3893007273134,3.94,1272.6396325479063,1131.2352289314724
25,Nevada,NV,Las Vegas,1/1/2020,2442,306297.0,2.61,1852.4283864571667,1646.6030101841482,3.11,1178.6423759919564,1047.6821119928504
25,Nevada,NV,Las Vegas,1/1/2021,3702,363213.0,2.27,2144.4631811994823,1906.18949439954,2.96,1371.1465926483866,1218.7969712430101
26,Oregon,OR,Portland,1/1/2011,3055,262861.5,3.68,1712.2249485946115,1521.977732084099,4.45,1191.6744207980373,1059.2661518204775
26,Oregon,OR,Portland,1/1/2012,3025,269522.5,2.93,1666.9912848663062,1481.770030992272,3.66,1111.028772156598,987.581130805865
26,Oregon,OR,Portland,1/1/2013,3245,302519.0,3.11,1894.6641192858876,1684.1458838096778,3.98,1296.707432079058,1152.6288285147182
26,Oregon,OR,Portland,1/1/2014,3543,326179.5,3.29,2068.477174434017,1838.646377274682,4.17,1430.4308977575977,1271.4941313400868
26,Oregon,OR,Portland,1/1/2015,3728,363501.5,3.09,2273.434881723474,2020.8310059764212,3.85,1533.712460684905,1363.2999650532486
26,Oregon,OR,Portland,1/1/2016,3810,420149.0,2.93,2598.6131819988823,2309.8783839990065,3.65,1729.8105933547254,1537.6094163153111
26,Oregon,OR,Portland,1/1/2017,3938,450167.5,3.28,2852.7788384718174,2535.803411974949,3.99,1931.916634214099,1717.2592304125326
26,Oregon,OR,Portland,1/1/2018,4376,460307.5,4.0,3064.355098356451,2723.8711985390673,4.54,2108.9370653553183,1874.610724760283
26,Oregon,OR,Portland,1/1/2019,4381,462246.0,3.39,2951.642342060358,2623.6820818314295,3.94,1971.7862863018972,1752.698921157242
26,Oregon,OR,Portland,1/1/2020,798,474131.0,2.61,2867.457805004042,2548.8513822258146,3.11,1824.4739203173472,1621.7545958376418
26,Oregon,OR,Portland,1/1/2021,1198,552571.0,2.27,3262.4607723252725,2899.965130955798,2.96,2085.982175324979,1854.206378066648
27,Michigan,MI,Detroit,1/1/2011,1518,17125.0,3.68,111.54867580335166,99.15437849186813,4.45,77.63565397049925,69.00947019599933
27,Michigan,MI,Detroit,1/1/2012,1551,16502.5,2.93,102.06763323472518,90.7267850975335,3.66,68.02679669606158,60.468263729832515
27,Michigan,MI,Detroit,1/1/2013,1610,17582.5,3.11,110.11847810333934,97.88309164741275,3.98,75.36504624347573,66.99115221642288
27,Michigan,MI,Detroit,1/1/2014,1566,20716.5,3.29,131.37431194836685,116.77716617632606,4.17,90.85034986378751,80.7558665455889
27,Michigan,MI,Detroit,1/1/2015,1676,23832.0,3.09,149.051654810871,132.49035983188537,3.85,100.55374011673308,89.38110232598497
27,Michigan,MI,Detroit,1/1/2016,1669,27219.5,2.93,168.35206440433885,149.64627947052344,3.65,112.06638465358465,99.6145641365197
27,Michigan,MI,Detroit,1/1/2017,1670,31439.0,3.28,199.23364948094982,177.09657731639984,3.99,134.92206137283804,119.93072122030047
27,Michigan,MI,Detroit,1/1/2018,1609,35258.0,4.0,234.71925193018092,208.63933504904972,4.54,161.5374571352798,143.5888507869154
27,Michigan,MI,Detroit,1/1/2019,1486,40096.0,3.39,256.030449906007,227.58262213867286,3.94,171.03607805272705,152.03206938020185
27,Michigan,MI,Detroit,1/1/2020,2139,41632.5,2.61,251.78576610015114,223.80956986680098,3.11,160.20342582031537,142.40304517361366
27,Michigan,MI,Detroit,1/1/2021,3373,54653.0,2.27,322.6793816358316,286.8261170096281,2.96,206.31771089694553,183.39352079728488
29,Tennessee,TN,Memphis,1/1/2011,1812,69824.5,3.68,454.82221977408045,404.28641757696045,4.45,316.5471953671898,281.3752847708354
29,Tennessee,TN,Memphis,1/1/2012,1738,67048.0,2.93,414.69054222825963,368.61381531400855,3.66,276.3860424103946,245.67648214257298
29,Tennessee,TN,Memphis,1/1/2013,1809,66843.0,3.11,418.6349740856825,372.1199769650511,3.98,286.513623549134,254.6787764881191
29,Tennessee,TN,Memphis,1/1/2014,1754,71353.0,3.29,452.48720973387486,402.21085309677767,4.17,312.9121721251577,278.1441530001402
29,Tennessee,TN,Memphis,1/1/2015,1763,72332.0,3.09,452.3835303700874,402.11869366229996,3.85,305.1885334895744,271.2786964351772
29,Tennessee,TN,Memphis,1/1/2016,1786,74260.5,2.93,459.2997108212276,408.26640961886903,3.65,305.74058147899564,271.7694057591073
29,Tennessee,TN,Memphis,1/1/2017,1831,80176.0,3.28,508.0873145069701,451.6331684506401,3.99,344.0793661575961,305.8483254734187
29,Tennessee,TN,Memphis,1/1/2018,1836,87922.5,4.0,585.3169047544197,520.2816931150397,4.54,402.8242405972159,358.06599164196973
29,Tennessee,TN,Memphis,1/1/2019,1854,96674.0,3.39,617.3056592730776,548.7161415760689,3.94,412.3788360352488,366.55896536466554
29,Tennessee,TN,Memphis,1/1/2020,3052,106181.0,2.61,642.163320249328,570.8118402216248,3.11,408.58848152349503,363.18976135421775
29,Tennessee,TN,Memphis,1/1/2021,5255,126594.0,2.27,747.4296678829427,664.3819270070602,2.96,477.8984555886762,424.7986271899344
30,Maryland,MD,Baltimore,1/1/2011,2412,129614.5,3.68,844.2818008708628,750.4727118852113,4.45,587.6032976093007,522.3140423193784
30,Maryland,MD,Baltimore,1/1/2012,2481,121196.0,2.93,749.5948418430997,666.3065260827553,3.66,499.5955553628772,444.0849381003352
30,Maryland,MD,Baltimore,1/1/2013,2553,124549.0,3.11,780.0452910162271,693.3735920144242,3.98,533.8627126164458,474.5446334368408
30,Maryland,MD,Baltimore,1/1/2014,2734,131986.0,3.29,836.9932149164745,743.993968814644,4.17,578.8127471880799,514.5002197227377
30,Maryland,MD,Baltimore,1/1/2015,2776,133606.5,3.09,835.6105202454112,742.76490688481,3.85,563.722443727186,501.08661664638765
30,Maryland,MD,Baltimore,1/1/2016,2845,137352.0,2.93,849.5193794913482,755.1283373256429,3.65,565.496870439911,502.6638848354765
30,Maryland,MD,Baltimore,1/1/2017,2914,142805.0,3.28,904.9766631930735,804.4237006160653,3.99,612.8548927875611,544.7599047000543
30,Maryland,MD,Baltimore,1/1/2018,2983,150225.0,4.0,1000.0765676218568,888.9569489972062,4.54,688.2683220303877,611.7940640270112
30,Maryland,MD,Baltimore,1/1/2019,3035,154566.0,3.39,986.9713318079577,877.3078504959625,3.94,659.3266769826868,586.0681573179438
30,Maryland,MD,Baltimore,1/1/2020,1611,157069.0,2.61,949.9246621169673,844.3774774373042,3.11,604.4074194480542,537.2510395093816
30,Maryland,MD,Baltimore,1/1/2021,3076,182879.5,2.27,1079.7475705609952,959.77561827644,2.96,690.3789327205816,613.6701624182947
31,Wisconsin,WI,Milwaukee,1/1/2011,3330,94258.5,3.68,613.980196099867,545.7601743109929,4.45,427.3179731257403,379.83819833399144
31,Wisconsin,WI,Milwaukee,1/1/2012,3298,86602.0,2.93,535.6316420780894,476.117015180524,3.66,356.99176776078326,317.3260157873629
31,Wisconsin,WI,Milwaukee,1/1/2013,3213,86425.5,3.11,541.2793703580353,481.1372180960314,3.98,370.45140361811525,329.29013654943583
31,Wisconsin,WI,Milwaukee,1/1/2014,3217,91677.5,3.29,581.375641814322,516.7783482793972,4.17,402.0434412008486,357.3719477340876
31,Wisconsin,WI,Milwaukee,1/1/2015,3197,94235.5,3.09,589.3738342115574,523.8878526324955,3.85,397.60540352343065,353.4270253541606
31,Wisconsin,WI,Milwaukee,1/1/2016,3206,99340.0,2.93,614.4159179238054,546.1474825989382,3.65,408.9962949902496,363.5522622135552
31,Wisconsin,WI,Milwaukee,1/1/2017,3290,105203.5,3.28,666.6903286735935,592.6136254876386,3.99,451.4861504385434,401.3210226120386
31,Wisconsin,WI,Milwaukee,1/1/2018,3134,116683.5,4.0,776.7843846104506,690.4750085426227,4.54,534.5951522957747,475.1956909295775
31,Wisconsin,WI,Milwaukee,1/1/2019,3263,125907.5,3.39,803.9743084482385,714.6438297317675,3.94,537.0791350115654,477.403675565836
31,Wisconsin,WI,Milwaukee,1/1/2020,408,135165.0,2.61,817.4532654759365,726.6251248674992,3.11,520.1200036270444,462.32889211292843
31,Wisconsin,WI,Milwaukee,1/1/2021,560,163062.0,2.27,962.7421244634692,855.7707773008614,2.96,615.5669144288096,547.1705906033862
32,New Mexico,NM,Albuquerque,1/1/2011,1801,177824.5,3.68,1158.3116788550722,1029.6103812045085,4.45,806.1618306263967,716.5882938901303
32,New Mexico,NM,Albuquerque,1/1/2012,1879,173554.0,2.93,1073.428027172822,954.1582463758418,3.66,715.4263095766262,635.9344974014455
32,New Mexico,NM,Albuquerque,1/1/2013,1851,178615.0,3.11,1118.658436879167,994.3630550037042,3.98,765.6094261213376,680.5417121078556
32,New Mexico,NM,Albuquerque,1/1/2014,1969,182963.5,3.29,1160.2685745258616,1031.3498440229882,4.17,802.3699943186873,713.217772727722
32,New Mexico,NM,Albuquerque,1/1/2015,2107,184081.0,3.09,1151.291442985899,1023.3701715430216,3.85,776.6881937910516,690.3895055920459
32,New Mexico,NM,Albuquerque,1/1/2016,2047,189185.0,2.93,1170.1054502961056,1040.0937335965384,3.65,778.9003832064664,692.3558961835257
32,New Mexico,NM,Albuquerque,1/1/2017,2133,194309.0,3.28,1231.3652214445076,1094.546863506229,3.99,833.8869182637739,741.2328162344658
32,New Mexico,NM,Albuquerque,1/1/2018,2189,200410.5,4.0,1334.1710431378276,1185.9298161225133,4.54,918.1973609736797,816.1754319766042
32,New Mexico,NM,Albuquerque,1/1/2019,2366,210580.5,3.39,1344.6483478758955,1195.242975889685,3.94,898.265733100117,798.4584294223263
32,New Mexico,NM,Albuquerque,1/1/2020,2926,226809.5,2.61,1371.7024852289012,1219.2910979812455,3.11,872.7714864250963,775.7968768223078
32,New Mexico,NM,Albuquerque,1/1/2021,3702,267317.0,2.27,1578.2790379438566,1402.9147003945393,2.96,1009.1345676145643,897.0085045462794
33,California,CA,Fresno,1/1/2011,1811,145525.5,3.68,947.922734050841,842.5979858229698,4.45,659.7353204019788,586.4313959128701
33,California,CA,Fresno,1/1/2012,1685,145894.5,2.93,902.3545715475603,802.0929524867203,3.66,601.4079982168495,534.5848873038661
33,California,CA,Fresno,1/1/2013,1737,169556.0,3.11,1061.9222905326208,943.9309249178854,3.98,726.7792282587102,646.0259806744091
33,California,CA,Fresno,1/1/2014,1800,191375.0,3.29,1213.610356436594,1078.7647612769724,4.17,839.2578719948995,746.0069973287995
33,California,CA,Fresno,1/1/2015,1907,197705.5,3.09,1236.5026829561373,1099.1134959610108,3.85,834.1736936324595,741.4877276732973
33,California,CA,Fresno,1/1/2016,1943,208811.0,2.93,1291.491868709359,1147.9927721860972,3.65,859.7032952809442,764.180706916395
33,California,CA,Fresno,1/1/2017,2133,225663.5,3.28,1430.063381775639,1271.1674504672349,3.99,968.4463436053766,860.8411943158903
33,California,CA,Fresno,1/1/2018,2100,247866.5,4.0,1650.0947149172441,1466.750857704217,4.54,1135.6209688303884,1009.4408611825675
33,California,CA,Fresno,1/1/2019,2477,257142.0,3.39,1641.96383553797,1459.5234093670845,3.94,1096.8814640521334,975.0057458241185
33,California,CA,Fresno,1/1/2020,789,269243.5,2.61,1628.3355771329138,1447.4094018959236,3.11,1036.05911439025,920.9414350135556
33,California,CA,Fresno,1/1/2021,1865,325704.0,2.27,1923.004506913013,1709.3373394782336,2.96,1229.5483086011516,1092.9318298676903
34,Arizona,AZ,Tucson,1/1/2011,1537,140638.0,3.68,916.0865791317822,814.2991814504732,4.45,637.5779914220773,566.7359923751798
34,Arizona,AZ,Tucson,1/1/2012,1456,135861.5,2.93,840.3006667304721,746.933925982642,3.66,560.0498493756687,497.8220883339277
34,Arizona,AZ,Tucson,1/1/2013,1445,149922.0,3.11,938.9553518674162,834.6269794377032,3.98,642.6207002937222,571.2184002610863
34,Arizona,AZ,Tucson,1/1/2014,1366,160605.0,3.29,1018.4814698654432,905.3168621026161,4.17,704.3188009496581,626.0611563996961
34,Arizona,AZ,Tucson,1/1/2015,1403,162409.5,3.09,1015.752128734733,902.8907810975404,3.85,685.250195346113,609.1112847521002
34,Arizona,AZ,Tucson,1/1/2016,1457,168199.0,2.93,1040.3074590181816,924.7177413494948,3.65,692.4981661069559,615.5539254284053
34,Arizona,AZ,Tucson,1/1/2017,1433,179898.0,3.28,1140.0405570890903,1013.3693840791914,3.99,772.0413816231693,686.2590058872615
34,Arizona,AZ,Tucson,1/1/2018,1526,194067.0,4.0,1291.9411499329067,1148.3921332736948,4.54,889.1340885436596,790.3414120388085
34,Arizona,AZ,Tucson,1/1/2019,1621,205109.5,3.39,1309.7136264214919,1164.189890152437,3.94,874.9282834037266,777.7140296922015
34,Arizona,AZ,Tucson,1/1/2020,2670,221207.5,2.61,1337.8226110514424,1189.1756542679489,3.11,851.2147797309173,756.6353597608153
34,Arizona,AZ,Tucson,1/1/2021,2669,277344.0,2.27,1637.4799264524925,1455.537712402216,2.96,1046.9869762136104,930.6550899676538
35,California,CA,Sacramento,1/1/2011,2248,162881.0,3.68,1060.9728387460275,943.0869677742468,4.45,738.4159389412489,656.3697235033324
35,California,CA,Sacramento,1/1/2012,2187,158016.0,2.93,977.3258071939605,868.7340508390761,3.66,651.3753859551503,579.0003430712447
35,California,CA,Sacramento,1/1/2013,2149,205847.0,3.11,1289.2113386684543,1145.9656343719591,3.98,882.3357698894213,784.29846212393
35,California,CA,Sacramento,1/1/2014,2344,236712.0,3.29,1501.1163145281205,1334.325612913885,4.17,1038.079213040662,922.7370782583658
35,California,CA,Sacramento,1/1/2015,2520,249496.0,3.09,1560.4142190623143,1387.034861388724,3.85,1052.6920083989776,935.7262296879803
35,California,CA,Sacramento,1/1/2016,2697,276816.5,2.93,1712.1045293331497,1521.8706927405776,3.65,1139.6911907808378,1013.0588362496337
35,California,CA,Sacramento,1/1/2017,2840,305537.5,3.28,1936.2368770726073,1721.0994462867623,3.99,1311.22966146199,1165.537476855102
35,California,CA,Sacramento,1/1/2018,3255,331526.0,4.0,2207.0320130298137,1961.8062338042782,4.54,1518.913920648669,1350.1457072432613
35,California,CA,Sacramento,1/1/2019,3503,341906.0,3.39,2183.2189496598967,1940.6390663643524,3.94,1458.4562375971593,1296.4055445308081
35,California,CA,Sacramento,1/1/2020,1303,362549.5,2.61,2192.6332458230163,1949.0073296204594,3.11,1395.1041116781944,1240.0925437139508
35,California,CA,Sacramento,1/1/2021,2617,443387.0,2.27,2617.8223150671774,2326.9531689486025,2.96,1673.8073094151093,1487.8287194800973
36,Arizona,AZ,Mesa,1/1/2011,1126,127528.0,3.68,830.6907753488952,738.3918003101292,4.45,578.1442148642235,513.9059687681987
36,Arizona,AZ,Mesa,1/1/2012,1124,142387.5,2.93,880.6638465207957,782.812308018485,3.66,586.9514021851519,521.734579720135
36,Arizona,AZ,Mesa,1/1/2013,1117,174646.5,3.11,1093.8038837523022,972.2701188909355,3.98,748.5989790280782,665.4213146916252
36,Arizona,AZ,Mesa,1/1/2014,1177,190584.0,3.29,1208.5942059888275,1074.3059608789579,4.17,835.7890125474901,742.9235667088801
36,Arizona,AZ,Mesa,1/1/2015,1262,202221.0,3.09,1264.7438187105215,1124.2167277426859,3.85,853.2258257865844,758.4229562547417
