City_Rank_by_Population(2021),State,State_Abbrieviation,City,Observation_Date,Median_Taxes,Median_Typical_Home_Value,AnnualAverageRate15Year,15yr_Payment_10_Perc_Down,15yr_Payment_20_Perc_Down,AnnualAverageRate30Year,30yr_Payment_10_Perc_Down,30yr_Payment_20_Perc_Down
36,Arizona,AZ,Mesa,1/1/2016,1320,216157.5,2.93,1336.9298246286992,1188.3820663366214,3.65,889.9498352562399,791.0665202277688
36,Arizona,AZ,Mesa,1/1/2017,1311,229236.5,3.28,1452.706017660859,1291.2942379207639,3.99,983.780054133229,874.4711592295369
36,Arizona,AZ,Mesa,1/1/2018,1342,247740.0,4.0,1649.2525802139378,1466.0022935235004,4.54,1135.041398567537,1008.9256876155885
36,Arizona,AZ,Mesa,1/1/2019,1427,262061.0,3.39,1673.3737962095495,1487.4433744084886,3.94,1117.864267023536,993.6571262431434
36,Arizona,AZ,Mesa,1/1/2020,1886,288810.5,2.61,1746.6732240501458,1552.5984213779075,3.11,1111.3536663154553,987.8699256137381
36,Arizona,AZ,Mesa,1/1/2021,2904,370778.0,2.27,2189.1280581883952,1945.8916072785737,2.96,1399.7048325059495,1244.1820733386219
37,Missouri,MO,Kansas City,1/1/2011,1911,104059.0,3.68,677.8186076158231,602.5054289918428,4.45,471.7482345410909,419.3317640365252
37,Missouri,MO,Kansas City,1/1/2012,1966,99323.0,2.93,614.3107732629971,546.0540206782197,3.66,409.430421344822,363.93815230650847
37,Missouri,MO,Kansas City,1/1/2013,1897,102867.5,3.11,644.2549436254947,572.6710610004397,3.98,440.92784839759645,391.93586524230795
37,Missouri,MO,Kansas City,1/1/2014,1941,109449.0,3.29,694.0741471019139,616.9547974239235,4.17,479.9787581030424,426.64778498048224
37,Missouri,MO,Kansas City,1/1/2015,2123,114954.5,3.09,718.9559605973594,639.0719649754308,3.85,485.02454339749045,431.13292746443597
37,Missouri,MO,Kansas City,1/1/2016,2041,122884.5,2.93,760.0381806533911,675.5894939141255,3.65,505.93220466810277,449.7175152605358
37,Missouri,MO,Kansas City,1/1/2017,2109,135164.5,3.28,856.557670894998,761.3845963511093,3.99,580.0652999277638,515.61359993579
37,Missouri,MO,Kansas City,1/1/2018,2286,148542.0,4.0,988.8725146126535,878.9977907668031,4.54,680.5575176637568,604.9400157011171
37,Missouri,MO,Kansas City,1/1/2019,2166,157824.5,3.39,1007.7782756681614,895.8029117050324,3.94,673.2263442895207,598.4234171462406
37,Missouri,MO,Kansas City,1/1/2020,1087,166051.5,2.61,1004.2491836805199,892.6659410493511,3.11,638.9724172846237,567.9754820307767
37,Missouri,MO,Kansas City,1/1/2021,2276,198352.0,2.27,1171.0994951097007,1040.9773289864006,2.96,748.7883664543747,665.5896590705553
38,Georgia,GA,Atlanta,1/1/2011,2728,148844.0,3.68,969.5387504393619,861.8122226127664,4.45,674.779636764087,599.8041215680773
38,Georgia,GA,Atlanta,1/1/2012,2601,145665.5,2.93,900.938211116671,800.8339654370409,3.66,600.4640117636819,533.7457882343839
38,Georgia,GA,Atlanta,1/1/2013,2697,162795.0,3.11,1019.578424162271,906.2919325886853,3.98,697.7991015615886,620.2658680547454
38,Georgia,GA,Atlanta,1/1/2014,2603,185707.5,3.29,1177.6697336013,1046.8175409789333,4.17,814.4035598353639,723.9142754092125
38,Georgia,GA,Atlanta,1/1/2015,2766,203108.0,3.09,1270.2913521872435,1129.1478686108833,3.85,856.9683219045578,761.7496194707181
38,Georgia,GA,Atlanta,1/1/2016,2919,223509.5,2.93,1382.401797938301,1228.8015981673784,3.65,920.2190194797987,817.972461759821
38,Georgia,GA,Atlanta,1/1/2017,3415,245937.0,3.28,1558.539586258989,1385.3685211191014,3.99,1055.4510960225093,938.1787520200081
38,Georgia,GA,Atlanta,1/1/2018,3022,282226.5,4.0,1878.8358090326508,1670.0762746956896,4.54,1293.0441643368895,1149.3725905216795
38,Georgia,GA,Atlanta,1/1/2019,3821,307839.5,3.39,1965.6894873264223,1747.2795442901531,3.94,1313.1399827841296,1167.23554025256
38,Georgia,GA,Atlanta,1/1/2020,1075,318639.0,2.61,1927.0705512372801,1712.9516010998043,3.11,1226.1348561810958,1089.8976499387518
38,Georgia,GA,Atlanta,1/1/2021,1900,368365.0,2.27,2174.8813499036305,1933.2278665810047,2.96,1390.5956411277207,1236.0850143357518
39,Nebraska,NE,Omaha,1/1/2011,2651,138968.0,3.68,905.208547681178,804.6298201610472,4.45,630.0070984509395,560.0063097341684
39,Nebraska,NE,Omaha,1/1/2012,2646,139628.0,2.93,863.5963940795763,767.6412391818457,3.66,575.5761593139032,511.6232527234695
39,Nebraska,NE,Omaha,1/1/2013,2691,145123.0,3.11,908.8994112208682,807.910587751883,3.98,622.0504254794215,552.9337115372635
39,Nebraska,NE,Omaha,1/1/2014,2781,150384.0,3.29,953.6646889215455,847.7019457080404,4.17,659.4955235641069,586.218243168095
39,Nebraska,NE,Omaha,1/1/2015,2874,155973.0,3.09,975.4965490020135,867.1080435573454,3.85,658.0928376647872,584.9714112575887
39,Nebraska,NE,Omaha,1/1/2016,2909,162305.5,2.93,1003.8562791079345,892.3166925403863,3.65,668.23382480914,593.9856220525688
39,Nebraska,NE,Omaha,1/1/2017,3002,174765.0,3.28,1107.5119676687614,984.4550823722325,3.99,750.0128520571277,666.6780907174468
39,Nebraska,NE,Omaha,1/1/2018,3048,187158.5,4.0,1245.9499436262624,1107.5110610011222,4.54,857.4822216590069,762.2064192524507
39,Nebraska,NE,Omaha,1/1/2019,3407,195225.5,3.39,1246.5999750130977,1108.088866678309,3.94,832.7664569005054,740.236850578227
39,Nebraska,NE,Omaha,1/1/2020,1805,206738.0,2.61,1250.3137143340668,1111.3899682969486,3.11,795.5355995253794,707.1427551336707
39,Nebraska,NE,Omaha,1/1/2021,2339,240620.0,2.27,1420.6560080730023,1262.8053405093356,2.96,908.3521050266778,807.424093357047
40,Colorado,CO,Colorado Springs,1/1/2011,1141,201464.5,3.68,1312.2977048983557,1166.4868487985384,4.45,913.3330341220232,811.8515858862427
40,Colorado,CO,Colorado Springs,1/1/2012,1093,203713.5,2.93,1259.9639329169634,1119.9679403706343,3.66,839.7501499011146,746.4445776898797
40,Colorado,CO,Colorado Springs,1/1/2013,1060,213863.0,3.11,1339.41521868986,1190.5913055020978,3.98,916.6952870620477,814.8402551662646
40,Colorado,CO,Colorado Springs,1/1/2014,1077,219395.5,3.29,1391.3032055157926,1236.7139604584822,4.17,962.1392577675086,855.2348957933411
40,Colorado,CO,Colorado Springs,1/1/2015,1139,229736.0,3.09,1436.8299332674665,1277.1821629044148,3.85,969.3191523773829,861.6170243354516
40,Colorado,CO,Colorado Springs,1/1/2016,1167,245721.0,2.93,1519.7794822644996,1350.9150953462222,3.65,1011.6667868059101,899.2593660496981
40,Colorado,CO,Colorado Springs,1/1/2017,1184,267328.0,3.28,1694.097555534316,1505.8644938082807,3.99,1147.2516563083445,1019.779250051862
40,Colorado,CO,Colorado Springs,1/1/2018,1285,291448.0,4.0,1940.2250988867027,1724.644532343736,4.54,1335.293232944666,1186.9273181730364
40,Colorado,CO,Colorado Springs,1/1/2019,1402,307300.5,3.39,1962.2477372142084,1744.2202108570743,3.94,1310.8407896957815,1165.1918130629167
40,Colorado,CO,Colorado Springs,1/1/2020,1184,336721.5,2.61,2036.4302129320133,1810.1601892729007,3.11,1295.716996273472,1151.7484411319751
40,Colorado,CO,Colorado Springs,1/1/2021,2157,423478.0,2.27,2500.276639459475,2222.468123963978,2.96,1598.6498742103213,1421.0221104091745
41,North Carolina,NC,Raleigh,1/1/2011,1739,206785.5,3.68,1346.95758834067,1197.2956340805956,4.45,937.455621846229,833.2938860855369
41,North Carolina,NC,Raleigh,1/1/2012,1831,203112.5,2.93,1256.2467599083848,1116.6637865852308,3.66,837.2727007379978,744.242400655998
41,North Carolina,NC,Raleigh,1/1/2013,1821,210965.5,3.11,1321.2682947425017,1174.4607064377794,3.98,904.2755389323464,803.8004790509747
41,North Carolina,NC,Raleigh,1/1/2014,2062,220289.0,3.29,1396.969362816778,1241.7505447260248,4.17,966.0576217577238,858.7178860068656
41,North Carolina,NC,Raleigh,1/1/2015,2128,229164.0,3.09,1433.2524934155106,1274.0022163693427,3.85,966.9057275978104,859.4717578647205
41,North Carolina,NC,Raleigh,1/1/2016,2301,241298.0,2.93,1492.4233155141778,1326.5985026792691,3.65,993.4566940664108,883.0726169479208
41,North Carolina,NC,Raleigh,1/1/2017,2138,257406.5,3.28,1631.2235247659946,1449.9764664586621,3.99,1104.6730363805284,981.9315878938031
41,North Carolina,NC,Raleigh,1/1/2018,2222,271961.5,4.0,1810.4997400252396,1609.3331022446575,4.54,1246.0142137584776,1107.5681900075356
41,North Carolina,NC,Raleigh,1/1/2019,2289,285889.0,3.39,1825.5259700014572,1622.6897511124066,3.94,1219.5065173188368,1084.0057931722995
41,North Carolina,NC,Raleigh,1/1/2020,579,297628.0,2.61,1799.999855710221,1599.999871742419,3.11,1145.2837379462876,1018.0299892855891
41,North Carolina,NC,Raleigh,1/1/2021,1175,352628.0,2.27,2081.967778300917,1850.638025156371,2.96,1331.1877071371764,1183.2779618997124
42,Virginia,VA,Virginia Beach,1/1/2011,2331,254406.5,3.68,1657.1508432563728,1473.0229717834425,4.45,1153.3439417136242,1025.1946148565548
42,Virginia,VA,Virginia Beach,1/1/2012,2190,251110.5,2.93,1553.1134322307807,1380.5452730940274,3.66,1035.1306124372898,920.1160999442576
42,Virginia,VA,Virginia Beach,1/1/2013,2172,256961.5,3.11,1609.339360793473,1430.5238762608647,3.98,1101.4312714513233,979.050019067843
42,Virginia,VA,Virginia Beach,1/1/2014,2209,262696.5,3.29,1665.8978079667968,1480.7980515260415,4.17,1152.031903699585,1024.0283588440757
42,Virginia,VA,Virginia Beach,1/1/2015,2133,265973.5,3.09,1663.4688784340046,1478.6390030524487,3.85,1122.2150972196166,997.5245308618815
42,Virginia,VA,Virginia Beach,1/1/2016,2333,269660.5,2.93,1667.8448121128686,1482.5287218781054,3.65,1110.2289652226516,986.8701913090238
42,Virginia,VA,Virginia Beach,1/1/2017,2383,276647.5,3.28,1753.1566221820372,1558.3614419395883,3.99,1187.2467627355263,1055.3304557649121
42,Virginia,VA,Virginia Beach,1/1/2018,2463,281045.0,4.0,1870.9703374756848,1663.0847444228311,4.54,1287.631023897689,1144.560910131279
42,Virginia,VA,Virginia Beach,1/1/2019,2613,286459.0,3.39,1829.1656686358951,1625.9250387874624,3.94,1221.937946002248,1086.1670631131094
42,Virginia,VA,Virginia Beach,1/1/2020,3016,301354.5,2.61,1822.537047984819,1620.0329315420615,3.11,1159.623450101921,1030.7764000905963
42,Virginia,VA,Virginia Beach,1/1/2021,4291,340504.0,2.27,2010.3858921656124,1787.0096819249886,2.96,1285.419022400482,1142.594686578206
43,California,CA,Long Beach,1/1/2011,2967,386679.5,3.68,2518.7495582658166,2238.8884962362818,4.45,1752.9994662473378,1558.2217477754116
43,California,CA,Long Beach,1/1/2012,2954,378017.5,2.93,2338.0306951254497,2078.249506778177,3.66,1558.268118167154,1385.1272161485815
43,California,CA,Long Beach,1/1/2013,3226,447885.5,3.11,2805.0885610438336,2493.4120542611854,3.98,1919.8015879017346,1706.4903003570976
43,California,CA,Long Beach,1/1/2014,3256,484056.0,3.29,3069.6557789432895,2728.5829146162573,4.17,2122.784107048272,1886.919206265131
43,California,CA,Long Beach,1/1/2015,3642,505479.0,3.09,3161.3998582638587,2810.1332073456515,3.85,2132.7544478208342,1895.781731396297
43,California,CA,Long Beach,1/1/2016,3683,541308.0,2.93,3347.979179580222,2975.981492960198,3.65,2228.6386797723176,1981.0121597976156
43,California,CA,Long Beach,1/1/2017,4119,575548.0,3.28,3647.3338366825187,3242.0745214955723,3.99,2469.993402430554,2195.5496910493816
43,California,CA,Long Beach,1/1/2018,4326,620454.5,4.0,4130.484318359364,3671.5416163194345,4.54,2842.6638549589165,2526.8123155190365
43,California,CA,Long Beach,1/1/2019,4649,624976.5,3.39,3990.7475677294883,3547.3311713151006,3.94,2665.9399799261814,2369.7244266010503
43,California,CA,Long Beach,1/1/2020,772,657162.5,2.61,3974.3989314787864,3532.7990502033654,3.11,2528.7860162287398,2247.809792203324
43,California,CA,Long Beach,1/1/2021,1275,779957.5,2.27,4604.984242442851,4093.3193266158673,2.96,2944.3771796041274,2617.224159648113
44,Florida,FL,Miami,1/1/2011,2768,196413.5,3.68,1279.3965451037436,1137.2413734255501,4.45,890.434482985965,791.4973182097468
44,Florida,FL,Miami,1/1/2012,2947,199663.5,2.93,1234.9147637243782,1097.7020121994474,3.66,823.0551929782815,731.6046159806948
44,Florida,FL,Miami,1/1/2013,2897,230772.0,3.11,1445.3155938497844,1284.7249723109194,3.98,989.1734651897843,879.2653023909194
44,Florida,FL,Miami,1/1/2014,3010,268479.0,3.29,1702.567706783751,1513.393517141112,4.17,1177.3905380290978,1046.5693671369759
44,Florida,FL,Miami,1/1/2015,2841,298539.5,3.09,1867.1452879074363,1659.6847003621658,3.85,1259.6199772398218,1119.6622019909528
44,Florida,FL,Miami,1/1/2016,2851,329346.0,2.93,2036.9984387410273,1810.6652788809129,3.65,1355.9622888046986,1205.2998122708432
44,Florida,FL,Miami,1/1/2017,3319,358167.5,3.28,2269.7610658884855,2017.5653919008757,3.99,1537.093972987562,1366.3057537667219
44,Florida,FL,Miami,1/1/2018,3676,378630.5,4.0,2520.615682056565,2240.547272939169,4.54,1734.727102043779,1541.979646261137
44,Florida,FL,Miami,1/1/2019,3232,396793.5,3.39,2533.6995791295685,2252.177403670728,3.94,1692.5878899844063,1504.522568875028
44,Florida,FL,Miami,1/1/2020,821,412744.0,2.61,2496.200426187252,2218.8448232775577,3.11,1588.2544355198522,1411.781720462091
44,Florida,FL,Miami,1/1/2021,459,470847.0,2.27,2779.9502095966627,2471.0668529748114,2.96,1777.470133802245,1579.9734522686624
45,California,CA,Oakland,1/1/2011,4266,355861.5,3.68,2318.0075383587987,2060.4511452078214,4.45,1613.2870233823544,1434.032909673204
45,California,CA,Oakland,1/1/2012,4599,349611.0,2.93,2162.3370594046664,1922.0773861374812,3.66,1441.1705147527216,1281.0404575579746
45,California,CA,Oakland,1/1/2013,4856,452167.0,3.11,2831.9034203641486,2517.2474847681324,3.98,1938.1536678386856,1722.8032603010543
45,California,CA,Oakland,1/1/2014,5141,505486.0,3.29,3205.5547727430867,2849.382020216077,4.17,2216.763447071006,1970.4563973964496
45,California,CA,Oakland,1/1/2015,5265,569729.5,3.09,3563.2395421941146,3167.32403750588,3.85,2403.844917750767,2136.7510380006815
45,California,CA,Oakland,1/1/2016,6025,651996.0,2.93,4032.582251083647,3584.5175565187974,3.65,2684.356234633207,2386.094430785073
45,California,CA,Oakland,1/1/2017,6131,697364.5,3.28,4419.303233355317,3928.269540760282,3.99,2992.775084075146,2660.2445191779075
45,California,CA,Oakland,1/1/2018,6612,785944.0,4.0,5232.179583045383,4650.82629604034,4.54,3600.867752303884,3200.771335381231
45,California,CA,Oakland,1/1/2019,6968,785879.0,3.39,5018.180216023615,4460.604636465436,3.94,3352.296039106122,2979.8187014276646
45,California,CA,Oakland,1/1/2020,292,819767.0,2.61,4957.801287903023,4406.9344781360205,3.11,3154.4942478698727,2803.9948869954424
45,California,CA,Oakland,1/1/2021,794,993567.5,2.27,5866.169222429859,5214.372642159875,2.96,3750.7652319470276,3334.0135395084685
46,Minnesota,MN,Minneapolis,1/1/2011,2904,178491.5,3.68,1162.656377644026,1033.4723356835786,4.45,809.1856543460068,719.2761371964506
46,Minnesota,MN,Minneapolis,1/1/2012,2962,169493.0,2.93,1048.3108231997137,931.8318428441899,3.66,698.6860083263485,621.0542296234208
46,Minnesota,MN,Minneapolis,1/1/2013,2968,194106.5,3.11,1215.681067536803,1080.605393366047,3.98,832.0116791502473,739.5659370224421
46,Minnesota,MN,Minneapolis,1/1/2014,2858,210952.0,3.29,1337.7584946362504,1189.118661898889,4.17,925.1110469657376,822.3209306362112
46,Minnesota,MN,Minneapolis,1/1/2015,2987,222421.0,3.09,1391.079981314566,1236.5155389462811,3.85,938.4551624078501,834.1823665847559
46,Minnesota,MN,Minneapolis,1/1/2016,3030,237824.0,2.93,1470.9366948289824,1307.4992842924287,3.65,979.1537634362908,870.3589008322584
46,Minnesota,MN,Minneapolis,1/1/2017,3180,256038.5,3.28,1622.5543039736685,1442.2704924210389,3.99,1098.8021950701166,976.7130622845481
46,Minnesota,MN,Minneapolis,1/1/2018,3298,277691.0,4.0,1848.6421177532438,1643.2374380028834,4.54,1272.2643941616934,1130.901683699283
46,Minnesota,MN,Minneapolis,1/1/2019,3659,287626.0,3.39,1836.6174726821916,1632.5488646063927,3.94,1226.9159763067055,1090.591978939294
46,Minnesota,MN,Minneapolis,1/1/2020,724,301249.5,2.61,1821.9020271371517,1619.4684685663572,3.11,1159.2194061528155,1030.417249913614
46,Minnesota,MN,Minneapolis,1/1/2021,1511,331018.5,2.27,1954.382099610644,1737.2285329872389,2.96,1249.6108024178097,1110.7651577047197
47,Oklahoma,OK,Tulsa,1/1/2011,1364,112290.5,3.68,731.4368806012415,650.1661160899924,4.45,509.0654833386479,452.50265185657594
47,Oklahoma,OK,Tulsa,1/1/2012,1448,111063.0,2.93,686.9224390212563,610.5977235744502,3.66,457.8251853631079,406.95572032276255
47,Oklahoma,OK,Tulsa,1/1/2013,1488,112983.5,3.11,707.6110377243647,628.9875890883241,3.98,484.2887360870036,430.478876521781
47,Oklahoma,OK,Tulsa,1/1/2014,1473,115052.0,3.29,729.6057412344509,648.5384366528452,4.17,504.55021130637317,448.48907671677614
47,Oklahoma,OK,Tulsa,1/1/2015,1668,116698.0,3.09,729.8602724538027,648.7646866256025,3.85,492.3808477736873,437.6718646877221
47,Oklahoma,OK,Tulsa,1/1/2016,1616,120742.5,2.93,746.7899533915349,663.8132919035866,3.65,497.1132992536764,441.8784882254902
47,Oklahoma,OK,Tulsa,1/1/2017,1708,126488.5,3.28,801.576560080509,712.5124978493413,3.99,542.8318063538352,482.517161203409
47,Oklahoma,OK,Tulsa,1/1/2018,1842,130491.0,4.0,868.703553906099,772.1809368054214,4.54,597.8553610255772,531.4269875782908
47,Oklahoma,OK,Tulsa,1/1/2019,1846,133608.5,3.39,853.1485526303555,758.3542690047605,3.94,569.9290162237576,506.6035699766733
47,Oklahoma,OK,Tulsa,1/1/2020,1039,141104.5,2.61,853.3742780923263,758.5549138598457,3.11,542.9754230147767,482.6448204575793
47,Oklahoma,OK,Tulsa,1/1/2021,1242,160370.0,2.27,946.8481589837395,841.6428079855463,2.96,605.404484594499,538.1373196395546
48,California,CA,Bakersfield,1/1/2011,2254,149850.0,3.68,976.0916244748757,867.6369995332228,4.45,679.3403064221495,603.8580501530218
48,California,CA,Bakersfield,1/1/2012,2367,156543.0,2.93,968.2153315839167,860.6358502968149,3.66,645.3033682891423,573.6029940347931
48,California,CA,Bakersfield,1/1/2013,2500,190768.5,3.11,1194.7753101127194,1062.0224978779731,3.98,817.7037863954785,726.8478101293143
48,California,CA,Bakersfield,1/1/2014,2541,220257.0,3.29,1396.7664338479683,1241.570163420416,4.17,965.917288632165,858.5931454508133
48,California,CA,Bakersfield,1/1/2015,2632,225902.0,3.09,1412.8510794346,1255.8676261640887,3.85,953.1424555157031,847.2377382361805
48,California,CA,Bakersfield,1/1/2016,2759,228398.5,2.93,1412.640165390782,1255.6801470140285,3.65,940.3476976175813,835.8646201045168
48,California,CA,Bakersfield,1/1/2017,2736,232868.5,3.28,1475.7225453784968,1311.7533736697749,3.99,999.3669661503462,888.3261921336411
48,California,CA,Bakersfield,1/1/2018,3223,245757.0,4.0,1636.0513698055897,1454.267884271635,4.54,1125.956119269243,1000.8498837948824
48,California,CA,Bakersfield,1/1/2019,3016,255974.5,3.39,1634.5088387735732,1452.8967455765094,3.94,1091.9013009154974,970.5789341471087
48,California,CA,Bakersfield,1/1/2020,880,268935.0,2.61,1626.469825404291,1445.750955914925,3.11,1034.871994787402,919.8862175888019
48,California,CA,Bakersfield,1/1/2021,396,319239.0,2.27,1884.8341923415228,1675.4081709702423,2.96,1205.1426217962414,1071.2378860411036
49,Kansas,KS,Wichita,1/1/2011,1548,112918.5,3.68,735.5275415299717,653.8022591377526,4.45,511.91250177330335,455.0333349096029
49,Kansas,KS,Wichita,1/1/2012,1603,109817.0,2.93,679.2159538820067,603.7475145617838,3.66,452.6889097270956,402.3901419796406
49,Kansas,KS,Wichita,1/1/2013,1593,109374.0,3.11,685.0048869088376,608.8932328078557,3.98,468.81709471542246,416.72630641370887
49,Kansas,KS,Wichita,1/1/2014,1647,109945.0,3.29,697.2195461184655,619.7507076608582,4.17,482.1539215492056,428.5812635992939
49,Kansas,KS,Wichita,1/1/2015,1603,114116.5,3.09,713.7148861289344,634.4132321146083,3.85,481.48879170993496,427.9900370754978
49,Kansas,KS,Wichita,1/1/2016,1585,116398.0,2.93,719.9193075749456,639.9282733999518,3.65,479.2264016939307,425.9790237279384
49,Kansas,KS,Wichita,1/1/2017,1768,121318.5,3.28,768.8134961212065,683.3897743299614,3.99,520.64448941317,462.7951017005955
49,Kansas,KS,Wichita,1/1/2018,1863,125991.5,4.0,838.7495215145893,745.5551302351905,4.54,577.2405278421808,513.1026914152717
49,Kansas,KS,Wichita,1/1/2019,1792,133064.0,3.39,849.6716826190371,755.2637178835887,3.94,567.6063619814463,504.53898842795235
49,Kansas,KS,Wichita,1/1/2020,1112,140752.0,2.61,851.2424223894426,756.659931012838,3.11,541.6189897570655,481.4391020062805
49,Kansas,KS,Wichita,1/1/2021,1511,160727.5,2.27,948.9588917694019,843.519014906135,2.96,606.754064336611,539.3369460769877
50,Texas,TX,Arlington,1/1/2011,2880,123974.5,3.68,807.5440180077442,717.8169048957726,4.45,562.0345333235421,499.58625184314855
50,Texas,TX,Arlington,1/1/2012,3174,125185.5,2.93,774.269819742808,688.239839771385,3.66,516.041118484764,458.70321643090136
50,Texas,TX,Arlington,1/1/2013,3073,131544.5,3.11,823.8578212918939,732.3180633705723,3.98,563.8479923546079,501.19821542631814
50,Texas,TX,Arlington,1/1/2014,3151,140957.5,3.29,893.8862537813778,794.5655589167803,4.17,618.156454561573,549.4724040547316
50,Texas,TX,Arlington,1/1/2015,3397,153004.0,3.09,956.9276348054091,850.6023420492526,3.85,645.5658128910972,573.8362781254198
50,Texas,TX,Arlington,1/1/2016,3194,168721.0,2.93,1043.5360186030036,927.587572091559,3.65,694.6473111239168,617.4642765545929
50,Texas,TX,Arlington,1/1/2017,3521,185705.5,3.28,1176.8435539834131,1046.0831590963671,3.99,796.9645621130944,708.4129441005282
50,Texas,TX,Arlington,1/1/2018,3793,205166.5,4.0,1365.8326451056062,1214.0734623160945,4.54,939.9873702236481,835.5443290876873
50,Texas,TX,Arlington,1/1/2019,4310,215431.5,3.39,1375.6240988858226,1222.776976787398,3.94,918.9584708952531,816.851974129114
50,Texas,TX,Arlington,1/1/2020,1147,225764.0,2.61,1365.3794919314123,1213.6706594945886,3.11,868.748363103289,772.2207672029236
50,Texas,TX,Arlington,1/1/2021,3290,268774.5,2.27,1586.884333146942,1410.5638516861707,2.96,1014.6367004093294,901.8992892527373
51,Colorado,CO,Aurora,1/1/2011,1224,184350.0,3.68,1200.8174239035257,1067.3932656920229,4.45,835.7449815743963,742.8844280661299
51,Colorado,CO,Aurora,1/1/2012,1276,190257.0,2.93,1176.7357489070814,1045.9873323618501,3.66,784.2796096956577,697.1374308405846
51,Colorado,CO,Aurora,1/1/2013,1301,215664.0,3.11,1350.6948080010566,1200.6176071120506,3.98,924.4150338719153,821.7022523305914
51,Colorado,CO,Aurora,1/1/2014,1281,233972.0,3.29,1483.7405215737836,1318.8804636211407,4.17,1026.06318916468,912.0561681463822
51,Colorado,CO,Aurora,1/1/2015,1295,267907.5,3.09,1675.5646278635209,1489.3907803231295,3.85,1130.3751733099893,1004.7779318311017
51,Colorado,CO,Aurora,1/1/2016,1358,302918.5,2.93,1873.5448785343494,1665.3732253638661,3.65,1247.1566759009859,1108.5837119119874
51,Colorado,CO,Aurora,1/1/2017,1535,330428.5,3.28,2093.974870304909,1861.3109958265854,3.99,1418.0506490770958,1260.4894658463072
51,Colorado,CO,Aurora,1/1/2018,1668,356957.5,4.0,2376.334374351,2112.297221645333,4.54,1635.4304513973182,1453.715956797616
51,Colorado,CO,Aurora,1/1/2019,1812,370415.0,3.39,2365.2613503076013,2102.4545336067563,3.94,1580.0660627469297,1404.5031668861595
51,Colorado,CO,Aurora,1/1/2020,1592,385148.5,2.61,2329.3078756938467,2070.495889505641,3.11,1482.0659136385214,1317.391923234241
51,Colorado,CO,Aurora,1/1/2021,2496,454110.0,2.27,2681.1324903417467,2383.228880303775,2.96,1714.2871515820161,1523.8108014062364
52,Florida,FL,Tampa,1/1/2011,1624,123153.0,3.68,802.1929384648273,713.0603897465132,4.45,558.3102886673806,496.2758121487828
52,Florida,FL,Tampa,1/1/2012,1691,123196.5,2.93,761.9678944282273,677.3047950473132,3.66,507.84203964043945,451.4151463470573
52,Florida,FL,Tampa,1/1/2013,1889,142083.0,3.11,889.8600156039679,790.9866805368604,3.98,609.019870064653,541.350995613025
52,Florida,FL,Tampa,1/1/2014,1614,160575.5,3.29,1018.2943947223218,905.1505730865082,4.17,704.1894313495335,625.9461611995854
52,Florida,FL,Tampa,1/1/2015,2079,172335.0,3.09,1077.8288407112896,958.0700806322576,3.85,727.1286003280125,646.3365336249
52,Florida,FL,Tampa,1/1/2016,2195,193554.0,2.93,1197.12762812386,1064.1134472212088,3.65,796.8881505993836,708.3450227550078
52,Florida,FL,Tampa,1/1/2017,2000,218514.0,3.28,1384.7559299812422,1230.8941599833263,3.99,937.7639021223425,833.5679129976379
52,Florida,FL,Tampa,1/1/2018,2449,236383.0,4.0,1573.6468582736388,1398.7972073543458,4.54,1083.0083592378708,962.6740971003296
52,Florida,FL,Tampa,1/1/2019,2487,250671.0,3.39,1600.643677882798,1422.7943803402652,3.94,1069.2783499988811,950.4696444434502
52,Florida,FL,Tampa,1/1/2020,918,268324.5,2.61,1622.7776327614245,1442.469006899044,3.11,1032.5227678261747,917.7980158454884
52,Florida,FL,Tampa,1/1/2021,1489,326315.5,2.27,1926.614893202335,1712.5465717354089,2.96,1231.8567505936037,1094.9837783054254
53,Louisiana,LA,New Orleans,1/1/2011,1493,167864.5,3.68,1093.434317628714,971.9416156699679,4.45,761.0084809302698,676.4519830491287
53,Louisiana,LA,New Orleans,1/1/2012,1740,169251.0,2.93,1046.814058028206,930.5013849139611,3.66,697.6884331225643,620.1674961089462
53,Louisiana,LA,New Orleans,1/1/2013,1745,181030.0,3.11,1133.783483068251,1007.8075405051119,3.98,775.9610022156355,689.7431130805649
53,Louisiana,LA,New Orleans,1/1/2014,2111,193965.5,3.29,1230.0380906147732,1093.3671916575759,4.17,850.6182770499107,756.1051351554761
53,Louisiana,LA,New Orleans,1/1/2015,1928,208368.5,3.09,1303.1919157208365,1158.3928139740772,3.85,879.1638132558533,781.4789451163141
53,Louisiana,LA,New Orleans,1/1/2016,2108,223887.5,2.93,1384.7397203962755,1230.879751463356,3.65,921.7752969058738,819.3558194718879
53,Louisiana,LA,New Orleans,1/1/2017,2256,226089.5,3.28,1432.7630075486882,1273.5671178210562,3.99,970.2745441888821,862.4662615012286
53,Louisiana,LA,New Orleans,1/1/2018,2132,229356.0,4.0,1526.8667747943323,1357.2149109282955,4.54,1050.8135747552112,934.056510893521
53,Louisiana,LA,New Orleans,1/1/2019,2345,226012.5,3.39,1443.1883993261522,1282.8341327343576,3.94,964.0934654552068,856.9719692935171
53,Louisiana,LA,New Orleans,1/1/2020,967,229674.0,2.61,1389.0264587350293,1234.6901855422484,3.11,883.7941901604543,785.5948356981816
